ticker,Date,num_mentions
CPOP,07-01,3
CPPRQ,02-01,1
CPRT,08-01,2
CPS,01-01,2
CPS,02-01,5
CPS,03-01,2
CPS,04-01,1
CPS,06-01,1
CPS,07-01,2
CPS,08-01,1
CPS,12-01,2
CPSH,05-01,1
CPT,01-01,8
CPT,02-01,2
CPT,06-01,1
CQQQ,02-01,2
CQQQ,07-01,3
CR,01-01,8
CR,02-01,7
CR,05-01,4
CR,06-01,5
CR,09-01,1
CRAK,03-01,2
CRAK,06-01,2
CRBP,01-01,4
CRBP,02-01,2
CRBU,09-01,1
CRC,09-01,1
CRCT,05-01,1
CRCT,06-01,3
CRCT,07-01,1
CRCT,08-01,1
CRDF,09-01,1
CREE,05-01,1
CRH,05-01,1
CRHC,02-01,1
CRIS,01-01,2
CRK,02-01,15
CRK,05-01,3
CRK,07-01,1
CRL,02-01,2
CRL,03-01,2
CRL,04-01,1
CRL,05-01,1
CRL,09-01,1
CRLBF,02-01,11
CRLBF,03-01,1
CRM,01-01,214
CRM,02-01,24
CRM,03-01,40
CRM,04-01,7
CRM,05-01,8
CRM,06-01,5
CRM,08-01,10
CRM,09-01,2
CRM,12-01,22
CRMD,01-01,6
CRMD,02-01,1
CRMD,03-01,1
CRMD,07-01,2
CRNC,03-01,4
CRON,01-01,84
CRON,02-01,77
CRON,03-01,11
CRON,04-01,12
CRON,05-01,9
CRON,06-01,8
CRON,07-01,1
CRON,08-01,1
CRON,09-01,1
CRON,10-01,3
CRON,12-01,2
CROX,01-01,10
CROX,02-01,5
CROX,04-01,4
CROX,06-01,10
CROX,07-01,12
CROX,08-01,12
CROX,09-01,17
CROX,10-01,1
CRS,01-01,2
CRS,02-01,3
CRS,05-01,1
CRSP,01-01,36
CRSP,02-01,21
CRSP,03-01,10
CRSP,04-01,16
CRSP,05-01,4
CRSP,06-01,19
CRSP,07-01,3
CRSP,08-01,9
CRSP,09-01,7
CRSP,12-01,14
CRSR,01-01,616
CRSR,02-01,851
CRSR,03-01,206
CRSR,04-01,41
CRSR,05-01,142
CRSR,06-01,760
CRSR,07-01,174
CRSR,08-01,439
CRSR,09-01,139
CRSR,10-01,50
CRSR,12-01,130
CRT,01-01,4
CRT,03-01,5
CRT,04-01,2
CRT,05-01,2
CRT,06-01,1
CRT,08-01,1
CRTO,12-01,4
CRWD,01-01,54
CRWD,02-01,19
CRWD,03-01,11
CRWD,04-01,6
CRWD,05-01,7
CRWD,06-01,24
CRWD,07-01,10
CRWD,08-01,15
CRWD,09-01,21
CRWD,10-01,2
CRWD,12-01,14
CRY,01-01,18
CS,01-01,50
CS,02-01,26
CS,03-01,80
CS,04-01,59
CS,05-01,6
CS,06-01,8
CS,07-01,2
CS,08-01,4
CS,09-01,13
CS,10-01,5
CS,12-01,8
CSCO,01-01,8
CSCO,02-01,11
CSCO,03-01,1
CSCO,05-01,6
CSCO,06-01,2
CSCO,08-01,3
CSCO,09-01,1
CSCO,12-01,2
CSCW,05-01,1
CSF,02-01,1
CSF,04-01,6
CSGP,02-01,2
CSIQ,01-01,12
CSIQ,02-01,5
CSIQ,03-01,1
CSIQ,04-01,1
CSIQ,05-01,1
CSIQ,06-01,10
CSIQ,08-01,2
CSIQ,09-01,4
CSL,02-01,4
CSOD,12-01,4
CSPR,06-01,5
CSPR,09-01,1
CSR,01-01,2
CSSE,04-01,1
CSTL,03-01,4
CSTL,04-01,1
CSTR,03-01,2
CSU,07-01,2
CSU,09-01,1
CSV,01-01,2
CSV,03-01,1
CSV,04-01,2
CSX,03-01,1
CSX,04-01,3
CSX,05-01,1
CSX,07-01,2
CSX,08-01,1
CTB,01-01,4
CTB,05-01,1
CTEC,01-01,2
CTR,06-01,2
CTRE,06-01,3
CTRM,01-01,24
CTRM,02-01,7
CTRM,03-01,7
CTRM,04-01,3
CTRM,05-01,19
CTRM,06-01,10
CTRM,07-01,1
CTRM,09-01,1
CTS,02-01,3
CTS,03-01,2
CTS,12-01,4
CTVA,02-01,2
CTXR,03-01,3
CTXR,04-01,1
CTXR,05-01,2
CTXR,06-01,2
CTXS,02-01,2
CUB,03-01,10
CUB,04-01,2
CUBE,02-01,2
CUBE,03-01,2
CUBE,04-01,1
CUBE,06-01,1
CUBE,08-01,2
CUE,01-01,2
CUK,01-01,14
CUK,02-01,1
CUK,03-01,3
CUK,04-01,3
CUK,05-01,2
CUK,06-01,6
CUK,07-01,6
CURE,02-01,1
CURE,03-01,1
CURI,01-01,4
CURI,03-01,2
CURI,05-01,1
CURLF,03-01,2
CURLF,05-01,1
CURLF,06-01,4
CURLF,08-01,1
CURV,07-01,1
CURV,09-01,1
CUT,01-01,10
CUT,02-01,8
CUT,03-01,9
CUT,05-01,1
CUT,06-01,4
CUT,12-01,2
CUZ,01-01,14
CVA,06-01,2
CVAC,02-01,9
CVAC,03-01,2
CVAC,06-01,10
CVAC,07-01,1
CVAC,09-01,1
CVAC,12-01,4
CVE,01-01,4
CVE,02-01,5
CVE,03-01,2
CVE,04-01,7
CVE,06-01,9
CVE,07-01,2
CVE,09-01,2
CVI,07-01,1
CVM,02-01,2
CVM,05-01,1
CVM,06-01,1
CVNA,01-01,2
CVNA,03-01,5
CVNA,05-01,2
CVNA,07-01,8
CVNA,08-01,2
CVNA,09-01,2
CVR,03-01,2
CVS,01-01,140
CVS,02-01,84
CVS,03-01,36
CVS,04-01,97
CVS,05-01,29
CVS,06-01,31
CVS,07-01,9
CVS,08-01,3
CVS,09-01,3
CVS,10-01,2
CVS,12-01,32
CVV,04-01,2
CVX,01-01,10
CVX,02-01,11
CVX,03-01,6
CVX,04-01,3
CVX,05-01,8
CVX,06-01,5
CVX,07-01,7
CVX,09-01,3
CVX,12-01,2
CW,01-01,6
CW,02-01,2
CW,06-01,2
CWCO,04-01,1
CWEB,02-01,2
CWEB,07-01,2
CWEB,09-01,4
CWEN,02-01,4
CWH,02-01,4
CWH,04-01,4
CWH,06-01,2
CWH,09-01,2
CWI,05-01,1
CX,02-01,2
CX,03-01,1
CX,04-01,2
CX,05-01,4
CX,06-01,8
CXDC,06-01,3
CXM,07-01,1
CXM,09-01,1
CXW,01-01,4
CXW,02-01,2
CXW,06-01,3
CYB,06-01,1
CYBL,10-01,2
CYH,03-01,1
CYH,04-01,1
CYXT,09-01,1
CZOO,09-01,10
CZOO,10-01,2
CZR,03-01,2
CZR,04-01,2
CZR,05-01,1
CZR,06-01,1
CZR,07-01,7
CZR,09-01,1
CZR,10-01,1
D,03-01,1
D,05-01,2
DAC,01-01,4
DAC,04-01,9
DAC,05-01,2
DAC,06-01,8
DAC,07-01,4
DAC,09-01,1
DADA,01-01,2
DADA,02-01,1
DADA,06-01,2
DAL,01-01,24
DAL,02-01,30
DAL,03-01,15
DAL,04-01,5
DAL,05-01,16
DAL,06-01,13
DAL,07-01,6
DAL,08-01,7
DAL,09-01,9
DAL,10-01,1
DAN,01-01,2
DAN,02-01,2
DAN,03-01,1
DAN,06-01,1
DAN,08-01,2
DAN,12-01,4
DAO,02-01,1
DAO,04-01,2
DAR,01-01,2
DAR,07-01,6
DARE,01-01,18
DARE,02-01,18
DARE,03-01,24
DARE,04-01,2
DARE,05-01,1
DARE,06-01,3
DARE,07-01,5
DARE,12-01,6
DASH,01-01,102
DASH,02-01,45
DASH,03-01,97
DASH,04-01,16
DASH,05-01,20
DASH,06-01,13
DASH,07-01,4
DASH,08-01,10
DASH,09-01,10
DASH,12-01,28
DAWN,05-01,1
DAWN,06-01,2
DAWN,08-01,1
DAX,01-01,14
DAX,02-01,2
DAX,03-01,3
DAX,04-01,1
DAX,05-01,2
DB,01-01,16
DB,02-01,46
DB,03-01,8
DB,04-01,5
DB,05-01,1
DB,06-01,10
DB,07-01,5
DB,08-01,2
DB,09-01,7
DBA,02-01,2
DBA,03-01,1
DBB,06-01,1
DBC,03-01,1
DBC,06-01,4
DBGI,06-01,1
DBO,02-01,1
DBO,05-01,1
DBRG,06-01,4
DBS,02-01,2
DBV,06-01,3
DBVT,06-01,3
DBX,01-01,14
DBX,02-01,7
DBX,03-01,1
DBX,05-01,1
DBX,07-01,2
DBX,08-01,1
DCBO,05-01,1
DCBO,07-01,2
DCBO,12-01,2
DCF,01-01,30
DCF,02-01,12
DCF,03-01,8
DCF,04-01,16
DCF,05-01,14
DCF,06-01,16
DCF,12-01,2
DCP,05-01,1
DCRB,02-01,1
DCT,05-01,2
DDD,01-01,66
DDD,02-01,10
DDD,03-01,7
DDD,04-01,4
DDD,05-01,1
DDD,06-01,12
DDD,07-01,3
DDD,08-01,1
DDD,09-01,1
DDF,03-01,15
DDG,02-01,2
DDL,07-01,1
DDM,03-01,1
DDM,05-01,2
DDOG,01-01,2
DDOG,02-01,1
DDOG,03-01,2
DDOG,04-01,2
DDOG,05-01,4
DDOG,08-01,1
DDOG,09-01,1
DDOG,12-01,4
DDS,01-01,14
DDS,02-01,7
DDS,03-01,5
DDS,05-01,1
DDS,06-01,1
DDS,07-01,3
DDS,08-01,3
DDT,03-01,1
DDT,04-01,1
DE,01-01,66
DE,02-01,35
DE,03-01,24
DE,04-01,11
DE,05-01,9
DE,06-01,7
DE,07-01,2
DE,08-01,1
DE,09-01,5
DEA,01-01,2
DEA,02-01,6
DEA,03-01,3
DEA,04-01,2
DEA,05-01,4
DEA,06-01,6
DEA,08-01,3
DEA,09-01,1
DEA,12-01,2
DECK,01-01,8
DECK,02-01,1
DECK,03-01,2
DECK,05-01,2
DECK,08-01,1
DECK,09-01,2
DEEP,01-01,84
DEEP,02-01,89
DEEP,03-01,47
DEEP,04-01,12
DEEP,05-01,15
DEEP,06-01,23
DEEP,12-01,18
DEF,01-01,2
DEF,02-01,1
DEF,03-01,1
DEF,04-01,3
DEF,06-01,1
DEFN,02-01,2
DEH,09-01,2
DEI,03-01,1
DELL,01-01,20
DELL,02-01,1
DEM,01-01,4
DEM,02-01,2
DEM,03-01,2
DEM,05-01,2
DEN,01-01,12
DEN,04-01,1
DEN,06-01,1
DEN,07-01,1
DEN,09-01,1
DEO,01-01,2
DES,01-01,2
DESP,03-01,1
DEUS,01-01,4
DEW,01-01,6
DEW,03-01,1
DEX,02-01,1
DFAU,02-01,6
DFE,02-01,1
DFEN,01-01,12
DFEN,02-01,4
DFEN,03-01,4
DFEN,04-01,9
DFEN,05-01,8
DFEN,06-01,2
DFEN,08-01,5
DFH,03-01,1
DFH,06-01,1
DFH,07-01,6
DFIN,08-01,1
DFND,05-01,4
DFS,01-01,2
DFS,03-01,1
DFS,04-01,1
DFS,07-01,1
DFS,09-01,5
DG,01-01,10
DG,02-01,13
DG,03-01,35
DG,04-01,6
DG,05-01,5
DG,06-01,6
DG,07-01,5
DG,08-01,1
DGLY,06-01,3
DGS,02-01,1
DGS,05-01,1
DGX,01-01,2
DGX,02-01,10
DGX,03-01,6
DGX,04-01,25
DGX,05-01,5
DGX,12-01,2
DHI,01-01,4
DHI,04-01,1
DHI,05-01,2
DHI,06-01,3
DHR,02-01,1
DHT,02-01,3
DHT,03-01,1
DIA,02-01,8
DIA,03-01,4
DIA,04-01,4
DIA,05-01,8
DIA,06-01,2
DIA,07-01,6
DIA,08-01,1
DIA,09-01,7
DIA,10-01,1
DIAL,01-01,2
DIDI,07-01,220
DIDI,08-01,25
DIDI,09-01,11
DIDI,10-01,3
DIG,01-01,4
DIG,02-01,1
DIG,03-01,2
DIG,05-01,1
DIGI,03-01,2
DIN,03-01,1
DINT,01-01,2
DIS,01-01,122
DIS,02-01,207
DIS,03-01,81
DIS,04-01,59
DIS,05-01,62
DIS,06-01,24
DIS,07-01,58
DIS,08-01,52
DIS,09-01,14
DIS,10-01,3
DIS,12-01,24
DISCA,01-01,8
DISCA,02-01,10
DISCA,03-01,81
DISCA,04-01,118
DISCA,05-01,23
DISCA,06-01,13
DISCA,07-01,9
DISCA,08-01,3
DISCA,09-01,1
DISCB,03-01,1
DISCB,04-01,106
DISCB,05-01,1
DISCK,02-01,2
DISCK,03-01,5
DISCK,04-01,9
DISCK,05-01,2
DISCK,07-01,1
DISCK,09-01,2
DISCK,10-01,1
DISH,01-01,12
DISH,02-01,4
DISH,03-01,4
DISH,04-01,1
DISH,05-01,1
DISH,06-01,10
DISH,07-01,3
DISH,09-01,3
DIT,02-01,2
DIV,01-01,2
DIV,02-01,3
DIV,06-01,1
DK,01-01,2
DK,02-01,7
DK,03-01,12
DK,04-01,3
DK,05-01,2
DK,06-01,16
DK,07-01,2
DK,08-01,1
DK,09-01,4
DKNG,01-01,168
DKNG,02-01,125
DKNG,03-01,77
DKNG,04-01,82
DKNG,05-01,96
DKNG,06-01,672
DKNG,07-01,79
DKNG,08-01,79
DKNG,09-01,51
DKNG,10-01,10
DKNG,12-01,74
DKS,02-01,1
DKS,04-01,5
DKS,05-01,12
DKS,06-01,8
DKS,07-01,5
DKS,08-01,12
DKS,09-01,7
DL,01-01,6
DL,02-01,5
DL,03-01,9
DLB,02-01,4
DLB,03-01,1
DLO,07-01,1
DLR,01-01,2
DLTH,04-01,1
DLTR,02-01,3
DLTR,03-01,2
DLTR,05-01,1
DLTR,06-01,3
DLTR,07-01,3
DLTR,08-01,1
DLTR,09-01,5
DLY,06-01,3
DM,01-01,108
DM,02-01,101
DM,03-01,45
DM,04-01,33
DM,05-01,27
DM,06-01,51
DM,07-01,50
DM,08-01,20
DM,09-01,21
DM,10-01,5
DM,12-01,46
DMLRY,02-01,2
DMTK,02-01,2
DMTK,03-01,3
DMTK,04-01,5
DMTK,05-01,7
DMTK,06-01,3
DNA,09-01,7
DNA,10-01,12
DNB,01-01,8
DNB,02-01,1
DNB,03-01,1
DNB,05-01,1
DNMR,01-01,4
DNMR,02-01,1
DNMR,06-01,6
DNMR,08-01,2
DNMR,09-01,5
DNN,02-01,19
DNN,03-01,7
DNN,04-01,7
DNN,05-01,7
DNN,06-01,17
DNN,07-01,1
DNN,09-01,16
DNOW,02-01,1
DNOW,03-01,1
DNUT,07-01,48
DNUT,08-01,8
DNUT,09-01,2
DNUT,10-01,1
DOC,01-01,2
DOC,02-01,1
DOC,03-01,2
DOC,06-01,1
DOC,09-01,1
DOCN,05-01,2
DOCN,06-01,1
DOCN,08-01,4
DOCN,09-01,2
DOCN,10-01,3
DOCS,06-01,2
DOCS,08-01,1
DOCU,01-01,4
DOCU,02-01,2
DOCU,03-01,1
DOCU,04-01,5
DOCU,05-01,1
DOCU,06-01,7
DOCU,07-01,5
DOCU,08-01,5
DOCU,09-01,33
DOCU,12-01,6
DOG,01-01,4
DOG,02-01,11
DOG,03-01,14
DOG,04-01,4
DOG,05-01,3
DOG,06-01,2
DOGS,03-01,1
DOL,06-01,1
DOLE,09-01,59
DOLE,10-01,54
DOMA,09-01,1
DOMO,01-01,2
DOMO,02-01,5
DOMO,03-01,10
DOMO,04-01,2
DOMO,06-01,2
DOMO,09-01,1
DON,01-01,998
DON,02-01,359
DON,03-01,132
DON,04-01,34
DON,05-01,33
DON,06-01,36
DON,12-01,14
DOO,02-01,1
DOO,06-01,3
DOOR,01-01,28
DOOR,02-01,8
DOOR,03-01,6
DOOR,04-01,4
DOOR,06-01,2
DOOR,07-01,1
DOW,01-01,38
DOW,02-01,31
DOW,03-01,29
DOW,04-01,21
DOW,05-01,33
DOW,06-01,11
DOW,07-01,13
DOW,08-01,10
DOW,09-01,14
DOW,10-01,6
DOW,12-01,12
DOX,01-01,6
DOX,05-01,4
DOYU,01-01,4
DOYU,02-01,4
DOYU,04-01,7
DOYU,05-01,4
DOYU,06-01,11
DOYU,07-01,33
DOYU,08-01,28
DOYU,09-01,7
DPST,02-01,1
DPST,04-01,1
DPST,09-01,1
DPZ,02-01,9
DPZ,03-01,6
DPZ,04-01,2
DPZ,05-01,1
DPZ,06-01,1
DPZ,07-01,6
DPZ,08-01,1
DQ,01-01,2
DQ,02-01,4
DQ,04-01,2
DQ,05-01,2
DQ,07-01,12
DQ,08-01,2
DQ,09-01,5
DRE,06-01,1
DRI,02-01,1
DRI,06-01,1
DRI,07-01,3
DRIP,01-01,20
DRIP,02-01,18
DRIP,03-01,12
DRIP,04-01,3
DRIP,05-01,4
DRIP,06-01,7
DRIP,07-01,3
DRIP,08-01,1
DRIP,09-01,5
DRIP,12-01,6
DRIV,01-01,2
DRIV,07-01,1
DRN,01-01,2
DRV,03-01,1
DRV,06-01,1
DRW,04-01,1
DRW,06-01,1
DS,01-01,6
DS,02-01,2
DS,03-01,1
DSI,01-01,2
DSL,02-01,4
DSL,04-01,2
DSL,06-01,1
DSM,02-01,2
DSM,04-01,1
DSP,02-01,2
DSP,03-01,1
DSP,06-01,2
DSS,02-01,1
DSS,05-01,1
DSS,09-01,1
DT,01-01,8
DT,02-01,9
DT,03-01,3
DT,04-01,1
DT,06-01,2
DT,07-01,2
DT,08-01,1
DT,10-01,1
DTE,01-01,54
DTE,02-01,13
DTE,03-01,25
DTE,04-01,17
DTE,05-01,24
DTE,06-01,21
DTE,07-01,19
DTE,08-01,32
DTE,09-01,40
DTE,10-01,8
DTE,12-01,6
DTEA,09-01,2
DTF,01-01,2
DTF,02-01,1
DTIL,06-01,1
DTSS,02-01,2
DUDE,01-01,62
DUG,01-01,2
DUG,05-01,1
DUK,01-01,2
DUK,02-01,6
DUK,03-01,1
DUK,05-01,1
DUK,08-01,1
DUNE,02-01,1
DUNE,03-01,2
DUNE,04-01,1
DUNE,05-01,2
DUO,01-01,2
DUST,02-01,7
DUST,03-01,1
DUST,04-01,1
DUST,12-01,2
DV,04-01,1
DV,06-01,2
DV,07-01,2
DVA,01-01,2
DVA,03-01,1
DVAX,02-01,2
DVAX,03-01,1
DVAX,06-01,7
DVAX,08-01,15
DVAX,09-01,5
DVD,01-01,22
DVD,02-01,13
DVD,03-01,18
DVD,04-01,3
DVD,05-01,1
DVD,06-01,3
DVD,07-01,5
DVD,08-01,3
DVD,09-01,1
DVD,12-01,4
DVN,01-01,14
DVN,02-01,9
DVN,03-01,2
DVN,05-01,1
DVN,06-01,1
DVN,08-01,4
DVN,10-01,2
DX,01-01,2
DX,07-01,2
DXC,01-01,4
DXC,02-01,2
DXC,04-01,1
DXCM,01-01,4
DXCM,02-01,9
DXCM,03-01,1
DXCM,05-01,3
DXCM,06-01,11
DXCM,07-01,1
DXCM,08-01,1
DY,06-01,1
DYNT,02-01,1
E,02-01,2
E,04-01,1
E,06-01,2
EA,01-01,28
EA,02-01,52
EA,03-01,35
EA,05-01,7
EA,06-01,21
EA,07-01,13
EA,08-01,17
EA,09-01,9
EA,10-01,2
EA,12-01,2
EAD,05-01,1
EAD,06-01,1
EAF,01-01,14
EAF,03-01,5
EAF,06-01,2
EAF,12-01,4
EAR,01-01,2
EAR,02-01,3
EARN,01-01,4
EARN,02-01,6
EARN,04-01,1
EARN,05-01,1
EARN,06-01,2
EARS,01-01,2
EARS,02-01,2
EARS,03-01,3
EARS,04-01,1
EARS,05-01,1
EAST,01-01,2
EAST,02-01,6
EAST,03-01,1
EAST,04-01,1
EAST,05-01,1
EAT,01-01,78
EAT,02-01,64
EAT,03-01,50
EAT,04-01,13
EAT,05-01,4
EAT,06-01,14
EAT,07-01,1
EAT,09-01,3
EAT,12-01,6
EB,01-01,62
EB,02-01,38
EB,03-01,16
EB,04-01,5
EB,05-01,1
EB,06-01,1
EB,12-01,8
EBAY,01-01,4
EBAY,02-01,8
EBAY,03-01,1
EBAY,04-01,2
EBAY,05-01,5
EBAY,06-01,5
EBAY,07-01,2
EBAY,08-01,15
EBAY,09-01,3
EBAY,12-01,2
EBET,04-01,6
EBET,05-01,2
EBIX,02-01,1
EBIX,06-01,25
EBON,01-01,2
EBON,02-01,17
EBON,03-01,6
EBON,04-01,3
EBON,05-01,7
EBON,08-01,2
EBON,09-01,1
EBON,10-01,2
EBON,12-01,2
EBS,02-01,1
EBS,08-01,4
EC,01-01,4
EC,02-01,3
EC,03-01,2
EC,04-01,10
EC,05-01,1
EC,06-01,1
EC,12-01,4
ECC,03-01,4
ECHO,03-01,3
ECOM,01-01,2
ECOM,02-01,1
ECOR,06-01,3
ECVT,08-01,10
ED,01-01,32
ED,02-01,20
ED,03-01,7
ED,04-01,6
ED,05-01,1
ED,06-01,5
ED,07-01,1
ED,08-01,9
ED,09-01,2
EDC,01-01,2
EDD,03-01,1
EDD,05-01,1
EDR,05-01,11
EDR,06-01,8
EDSA,09-01,2
EDU,01-01,6
EDU,04-01,1
EDU,06-01,21
EDU,07-01,51
EDU,08-01,52
EDU,09-01,4
EEENF,03-01,1
EEIQ,04-01,1
EEM,01-01,4
EEM,02-01,2
EEM,04-01,1
EEM,05-01,4
EEM,09-01,1
EEM,10-01,1
EES,01-01,2
EES,03-01,1
EET,01-01,4
EET,02-01,2
EET,03-01,2
EET,04-01,2
EET,05-01,3
EET,06-01,3
EET,12-01,2
EFF,02-01,11
EFF,03-01,3
EFF,04-01,1
EFF,05-01,1
EFG,02-01,2
EFR,04-01,1
EFR,05-01,1
EFT,01-01,6
EFT,02-01,16
EFT,03-01,8
EFT,04-01,2
EFT,06-01,14
EFT,12-01,2
EFTR,08-01,2
EGF,04-01,1
EGHT,03-01,2
EGKPF,04-01,3
EGLX,06-01,11
EGLX,07-01,4
EGLX,09-01,1
EGO,02-01,2
EGO,03-01,1
EGO,06-01,1
EGOV,01-01,4
EGOV,02-01,1
EGP,01-01,6
EH,01-01,36
EH,02-01,12
EH,03-01,7
EH,04-01,2
EH,05-01,2
EH,06-01,1
EH,07-01,3
EH,08-01,2
EH,09-01,1
EHTH,01-01,4
EHTH,02-01,5
EHTH,05-01,6
EIS,05-01,1
EIX,02-01,4
EJH,06-01,1
EJH,08-01,4
EL,01-01,14
EL,02-01,12
EL,03-01,2
EL,04-01,1
EL,05-01,1
EL,06-01,1
EL,08-01,1
EL,09-01,3
ELAN,01-01,2
ELAN,06-01,1
ELF,02-01,1
ELMS,07-01,3
ELMS,09-01,7
ELSE,01-01,54
ELSE,02-01,35
ELSE,03-01,16
ELSE,04-01,5
ELSE,05-01,5
ELSE,06-01,23
ELSE,12-01,2
ELY,01-01,246
ELY,02-01,40
ELY,03-01,4
ELY,04-01,5
ELY,05-01,4
ELY,06-01,6
ELY,07-01,5
ELY,08-01,66
ELY,09-01,10
ELY,10-01,2
ELYS,06-01,2
ELYS,08-01,1
EM,04-01,10
EM,05-01,8
EM,06-01,9
EM,07-01,7
EM,08-01,4
EM,09-01,9
EM,10-01,1
EMAN,05-01,2
EME,02-01,2
EMF,04-01,1
EMF,05-01,2
EMO,02-01,2
EMP,03-01,1
EMQQ,01-01,2
EMR,03-01,1
EMR,05-01,1
EMR,06-01,1
EMR,08-01,1
ENB,01-01,16
ENB,03-01,1
ENB,04-01,2
ENB,05-01,4
ENB,06-01,5
ENB,07-01,4
ENB,09-01,1
ENBL,01-01,2
ENBL,03-01,2
ENDP,02-01,2
ENDP,07-01,2
ENG,01-01,20
ENG,03-01,1
ENKS,05-01,1
ENLC,03-01,1
ENLC,06-01,1
ENOB,06-01,1
ENPH,01-01,128
ENPH,02-01,48
ENPH,03-01,6
ENPH,04-01,6
ENPH,05-01,5
ENPH,09-01,7
ENPH,12-01,12
ENS,02-01,2
ENSC,09-01,1
ENTG,02-01,5
ENVB,02-01,1
ENVB,06-01,1
EOD,01-01,566
EOD,12-01,36
EOG,01-01,2
EOG,02-01,3
EOG,03-01,2
EOG,04-01,1
EOG,05-01,2
EOG,08-01,1
EOLS,01-01,2
EOLS,02-01,2
EOLS,04-01,2
EOS,05-01,2
EOS,06-01,1
EOSE,01-01,2
EOSE,02-01,1
EOT,01-01,2
EPC,01-01,2
EPC,04-01,2
EPD,01-01,8
EPD,02-01,1
EPD,03-01,3
EPD,04-01,3
EPD,05-01,10
EPD,07-01,1
EPI,01-01,2
EPI,02-01,2
EPI,04-01,4
EPP,01-01,8
EPR,01-01,4
EPR,02-01,12
EPR,03-01,1
EPR,05-01,3
EPR,06-01,1
EPS,01-01,94
EPS,02-01,105
EPS,03-01,122
EPS,04-01,59
EPS,05-01,106
EPS,06-01,84
EPS,12-01,6
EPWCF,02-01,1
EPWCF,03-01,1
EQ,03-01,1
EQ,07-01,1
EQC,05-01,1
EQIX,05-01,1
EQLB,02-01,2
EQNR,01-01,4
EQR,03-01,1
EQS,04-01,1
EQS,07-01,2
EQX,05-01,2
ERBB,06-01,2
ERC,03-01,1
ERF,08-01,1
ERIC,01-01,114
ERIC,02-01,9
ERIC,03-01,4
ERIC,04-01,8
ERIC,05-01,5
ERIC,06-01,1
ERIC,07-01,3
ERJ,01-01,2
ERJ,02-01,2
ERJ,06-01,6
ERM,03-01,2
ERPNF,01-01,2
ERX,01-01,10
ERX,02-01,3
ERX,03-01,18
ERX,04-01,5
ERX,05-01,4
ERX,06-01,8
ERX,07-01,3
ERX,08-01,4
ES,01-01,22
ES,02-01,16
ES,03-01,5
ES,04-01,4
ES,05-01,5
ES,06-01,9
ES,07-01,7
ES,08-01,2
ES,09-01,1
ES,10-01,1
ESG,01-01,4
ESG,02-01,3
ESG,03-01,2
ESG,04-01,2
ESG,06-01,1
ESG,12-01,6
ESGC,01-01,2
ESLT,01-01,6
ESLT,05-01,2
ESP,01-01,2
ESP,02-01,3
ESP,03-01,2
ESP,04-01,2
ESP,05-01,2
ESPO,01-01,6
ESPO,06-01,1
ESPO,12-01,2
ESPR,01-01,2
ESTA,03-01,1
ESTC,01-01,4
ESTC,02-01,1
ESTC,12-01,2
ET,01-01,136
ET,02-01,103
ET,03-01,94
ET,04-01,39
ET,05-01,46
ET,06-01,244
ET,07-01,19
ET,08-01,13
ET,09-01,18
ET,10-01,3
ET,12-01,8
ETB,03-01,1
ETB,05-01,1
ETG,05-01,1
ETH,04-01,16
ETH,05-01,21
ETH,06-01,12
ETH,08-01,2
ETM,02-01,1
ETM,03-01,1
ETN,01-01,2
ETN,02-01,3
ETN,03-01,1
ETN,04-01,1
ETN,06-01,1
ETN,09-01,1
ETON,06-01,2
ETR,01-01,4
ETR,08-01,1
ETSY,01-01,36
ETSY,02-01,8
ETSY,03-01,3
ETSY,04-01,1
ETSY,05-01,10
ETSY,06-01,16
ETSY,07-01,6
ETSY,08-01,16
ETSY,09-01,4
ETSY,10-01,1
ETSY,12-01,18
ETWO,05-01,2
EURN,01-01,2
EURN,03-01,1
EURN,09-01,1
EURN,12-01,4
EV,12-01,68
EVA,01-01,2
EVBG,03-01,2
EVER,01-01,546
EVER,12-01,6
EVFM,01-01,2
EVFM,06-01,3
EVGO,07-01,18
EVGO,08-01,18
EVGO,09-01,6
EVGO,10-01,2
EVH,02-01,2
EVLV,08-01,1
EVR,09-01,1
EW,01-01,8
EW,02-01,18
EW,03-01,2
EW,04-01,3
EW,05-01,3
EW,06-01,1
EW,09-01,1
EWJ,02-01,12
EWJE,02-01,1
EWJV,02-01,1
EWSC,02-01,6
EWT,01-01,2
EWT,03-01,3
EWT,05-01,1
EWU,01-01,2
EWU,02-01,1
EWZ,01-01,4
EWZ,04-01,2
EWZ,06-01,2
EXAS,02-01,2
EXAS,04-01,1
EXAS,06-01,2
EXAS,08-01,1
EXEL,05-01,1
EXK,02-01,2
EXP,01-01,12
EXP,02-01,7
EXP,03-01,4
EXP,04-01,2
EXP,05-01,11
EXP,06-01,2
EXP,08-01,2
EXP,12-01,2
EXPC,01-01,2
EXPC,12-01,2
EXPE,01-01,14
EXPE,02-01,6
EXPE,03-01,23
EXPE,04-01,1
EXPI,01-01,6
EXPI,02-01,7
EXPI,03-01,28
EXPI,04-01,2
EXPI,05-01,11
EXPI,06-01,2
EXPI,08-01,1
EXPI,09-01,1
EXPR,01-01,20
EXPR,02-01,4
EXPR,03-01,8
EXPR,05-01,3
EXPR,06-01,6
EXR,08-01,2
EYE,01-01,4
EYE,02-01,5
EYE,03-01,1
EYE,04-01,4
EYE,06-01,1
EYES,01-01,18
