ticker,Date,num_mentions
BEST,10-01,2
BEST,12-01,8
BETZ,01-01,16
BETZ,02-01,2
BETZ,03-01,1
BETZ,04-01,2
BETZ,06-01,1
BETZ,12-01,4
BFI,02-01,4
BFI,03-01,2
BFI,04-01,5
BFI,06-01,5
BFI,08-01,1
BFIIW,03-01,2
BFLY,02-01,22
BFLY,03-01,2
BFLY,04-01,17
BFLY,05-01,6
BFLY,06-01,7
BFLY,07-01,1
BFS,01-01,6
BFT,01-01,66
BFT,02-01,5
BFT,03-01,2
BFT,12-01,76
BG,01-01,8
BG,02-01,3
BG,03-01,1
BG,05-01,1
BG,06-01,1
BGFV,04-01,2
BGFV,05-01,6
BGFV,06-01,3
BGNE,05-01,1
BGRY,08-01,3
BGS,01-01,4
BGS,02-01,4
BGS,04-01,1
BGS,05-01,2
BGS,06-01,47
BGS,07-01,1
BGS,09-01,2
BH,01-01,4
BH,02-01,2
BH,04-01,2
BH,06-01,3
BHB,01-01,2
BHC,01-01,8
BHC,02-01,1
BHC,03-01,1
BHF,06-01,3
BHG,09-01,1
BHP,01-01,6
BHP,02-01,6
BHP,03-01,1
BHP,04-01,2
BHP,05-01,1
BHP,06-01,4
BHP,08-01,6
BHP,09-01,1
BHP,12-01,4
BHTG,06-01,2
BIB,03-01,2
BIB,06-01,2
BIDU,01-01,48
BIDU,02-01,7
BIDU,03-01,21
BIDU,04-01,8
BIDU,05-01,8
BIDU,06-01,21
BIDU,07-01,14
BIDU,08-01,23
BIDU,09-01,5
BIDU,10-01,3
BIDU,12-01,4
BIG,01-01,242
BIG,12-01,10
BIGC,01-01,58
BIGC,02-01,15
BIGC,03-01,28
BIGC,05-01,1
BIGC,06-01,2
BIGC,07-01,1
BIGC,08-01,1
BIIB,01-01,2
BIIB,02-01,8
BIIB,06-01,29
BIIB,07-01,4
BIIB,08-01,1
BIIB,12-01,4
BIL,01-01,2
BIL,02-01,1
BIL,03-01,2
BIL,04-01,2
BILI,01-01,20
BILI,02-01,2
BILI,04-01,1
BILI,06-01,1
BILI,07-01,6
BILI,08-01,1
BILI,09-01,3
BILI,12-01,2
BILL,01-01,6
BILL,02-01,13
BILL,03-01,11
BILL,04-01,3
BILL,05-01,4
BILL,06-01,23
BILL,08-01,2
BILL,09-01,1
BILL,12-01,10
BIO,01-01,10
BIO,02-01,7
BIO,03-01,2
BIO,06-01,1
BIO,09-01,1
BIOL,02-01,2
BIOL,04-01,1
BIP,01-01,2
BIS,01-01,10
BIS,03-01,3
BIS,04-01,2
BIS,05-01,2
BIT,01-01,14
BIT,02-01,10
BIT,03-01,5
BIT,04-01,2
BIT,05-01,1
BIT,06-01,1
BIT,12-01,4
BITF,07-01,2
BITF,09-01,1
BJ,01-01,10
BJ,02-01,22
BJ,03-01,15
BJ,04-01,6
BJ,05-01,5
BJ,06-01,14
BJ,07-01,15
BJ,08-01,3
BJ,09-01,6
BJ,10-01,3
BJ,12-01,18
BJRI,03-01,1
BK,01-01,20
BK,02-01,27
BK,03-01,13
BK,04-01,2
BK,05-01,5
BK,06-01,7
BK,07-01,3
BK,08-01,7
BK,09-01,3
BK,10-01,1
BK,12-01,10
BKD,07-01,2
BKI,02-01,5
BKN,04-01,1
BKNG,01-01,4
BKNG,02-01,7
BKNG,03-01,2
BKNG,08-01,4
BKR,03-01,1
BKR,05-01,6
BKR,06-01,1
BKSY,09-01,9
BL,01-01,2
BL,02-01,1
BL,03-01,1
BL,07-01,1
BL,10-01,2
BLBD,03-01,1
BLCT,06-01,3
BLD,01-01,2
BLDE,05-01,1
BLDE,06-01,1
BLDP,01-01,16
BLDP,02-01,12
BLDP,04-01,2
BLDP,05-01,3
BLDP,07-01,2
BLDP,09-01,1
BLDR,02-01,2
BLDR,03-01,1
BLI,02-01,2
BLI,05-01,2
BLI,07-01,1
BLI,09-01,4
BLI,10-01,1
BLIAQ,01-01,2
BLIAQ,02-01,136
BLIAQ,03-01,4
BLIBQ,03-01,1
BLIN,07-01,2
BLK,02-01,6
BLK,03-01,1
BLK,04-01,3
BLK,06-01,3
BLK,07-01,1
BLK,08-01,2
BLK,09-01,3
BLL,03-01,3
BLL,09-01,2
BLLB,01-01,2
BLMN,06-01,1
BLND,08-01,4
BLND,09-01,3
BLNK,01-01,84
BLNK,02-01,22
BLNK,03-01,14
BLNK,04-01,16
BLNK,05-01,7
BLNK,06-01,29
BLNK,07-01,2
BLNK,08-01,11
BLNK,09-01,3
BLNK,12-01,24
BLOK,01-01,2
BLOK,04-01,4
BLPH,02-01,1
BLU,03-01,1
BLUE,01-01,16
BLUE,02-01,5
BLUE,03-01,10
BLUE,05-01,1
BLUE,06-01,6
BLUE,07-01,1
BLUE,10-01,1
BLXX,02-01,1
BLXX,03-01,1
BMA,02-01,1
BMBL,02-01,19
BMBL,03-01,7
BMBL,04-01,3
BMBL,05-01,17
BMBL,06-01,3
BMBL,07-01,2
BMBL,08-01,6
BMBL,09-01,2
BME,01-01,2
BME,02-01,2
BMI,02-01,2
BMI,03-01,2
BMI,07-01,1
BMO,01-01,272
BMO,02-01,25
BMO,03-01,10
BMO,04-01,13
BMO,05-01,4
BMO,06-01,1
BMO,07-01,2
BMRN,10-01,1
BMY,01-01,2
BMY,02-01,10
BMY,03-01,3
BMY,04-01,2
BMY,05-01,1
BMY,06-01,2
BMY,08-01,6
BND,01-01,4
BND,02-01,2
BND,03-01,4
BND,04-01,1
BND,08-01,1
BND,09-01,1
BNGO,01-01,262
BNGO,02-01,110
BNGO,03-01,54
BNGO,04-01,40
BNGO,05-01,77
BNGO,06-01,208
BNGO,07-01,27
BNGO,08-01,8
BNGO,09-01,2
BNGO,10-01,1
BNGOW,02-01,2
BNKD,02-01,2
BNO,01-01,2
BNR,07-01,2
BNS,01-01,2
BNS,02-01,4
BNS,04-01,5
BNS,07-01,5
BNTX,02-01,13
BNTX,03-01,10
BNTX,04-01,6
BNTX,05-01,5
BNTX,06-01,5
BNTX,07-01,10
BNTX,08-01,34
BNTX,09-01,12
BNTX,10-01,4
BNTX,12-01,14
BNY,02-01,2
BNY,04-01,1
BOB,01-01,2
BOB,02-01,1
BOB,03-01,4
BODY,06-01,35
BODY,07-01,91
BODY,08-01,15
BODY,09-01,118
BOE,03-01,2
BOE,04-01,1
BOIL,02-01,1
BOIL,06-01,3
BOIL,09-01,2
BOLT,07-01,1
BOND,02-01,3
BOND,03-01,6
BOOM,01-01,50
BOOM,02-01,61
BOOM,03-01,36
BOOM,04-01,20
BOOM,05-01,12
BOOM,06-01,27
BOOM,07-01,19
BOOM,08-01,6
BOOM,12-01,8
BOOT,01-01,6
BOOT,03-01,2
BOOT,04-01,1
BOOT,09-01,2
BORR,05-01,1
BOSS,01-01,30
BOSS,02-01,21
BOSS,03-01,14
BOSS,04-01,6
BOSS,05-01,2
BOSS,06-01,13
BOTY,02-01,3
BOTZ,01-01,6
BOUT,01-01,10
BOUT,02-01,6
BOUT,03-01,11
BOUT,04-01,2
BOUT,05-01,2
BOUT,06-01,11
BOX,01-01,4
BOX,02-01,2
BOX,03-01,8
BOX,05-01,1
BOX,06-01,1
BOX,07-01,1
BOX,08-01,1
BOXL,06-01,1
BP,01-01,84
BP,02-01,114
BP,03-01,27
BP,04-01,26
BP,05-01,37
BP,06-01,36
BP,07-01,8
BP,08-01,13
BP,09-01,7
BP,10-01,1
BP,12-01,40
BPMC,06-01,1
BPMP,02-01,1
BPSR,05-01,1
BPSR,06-01,1
BPT,07-01,1
BPY,01-01,16
BPYU,05-01,1
BQ,05-01,3
BR,01-01,6
BR,02-01,7
BR,03-01,3
BR,04-01,4
BR,05-01,1
BR,06-01,1
BR,08-01,1
BR,09-01,1
BRC,02-01,4
BRC,04-01,1
BRDG,08-01,1
BRF,01-01,6
BRKS,03-01,1
BRN,02-01,2
BRN,03-01,2
BRO,01-01,80
BRO,02-01,67
BRO,03-01,41
BRO,04-01,20
BRO,05-01,14
BRO,06-01,18
BRO,07-01,1
BRO,08-01,6
BRO,09-01,24
BRO,10-01,1
BRO,12-01,8
BROS,09-01,30
BROS,10-01,2
BRP,01-01,2
BRP,06-01,1
BRQS,02-01,1
BRW,06-01,1
BRZU,06-01,1
BSAC,06-01,2
BSD,02-01,5
BSD,04-01,1
BSE,01-01,6
BSM,01-01,2
BSM,02-01,1
BSM,03-01,1
BSMX,03-01,2
BST,03-01,2
BSX,02-01,3
BSX,07-01,1
BSY,01-01,4
BSY,05-01,2
BTA,03-01,1
BTAI,01-01,2
BTBT,01-01,12
BTBT,08-01,1
BTC,04-01,1
BTC,05-01,2
BTC,06-01,1
BTG,02-01,2
BTG,03-01,1
BTG,05-01,1
BTG,07-01,1
BTI,03-01,2
BTI,04-01,3
BTI,05-01,1
BTI,06-01,7
BTNB,02-01,2
BTO,02-01,2
BTO,06-01,3
BTO,07-01,1
BTT,03-01,2
BTT,05-01,4
BTU,05-01,10
BTU,06-01,3
BTU,07-01,7
BTU,08-01,3
BTU,09-01,5
BTWN,01-01,28
BTWN,02-01,1
BTWN,09-01,1
BTX,04-01,12
BTX,05-01,34
BTX,06-01,3
BTX,09-01,1
BUD,01-01,4
BUD,02-01,8
BUD,03-01,8
BUD,04-01,11
BUD,05-01,1
BUD,06-01,5
BUD,07-01,1
BUD,09-01,4
BUG,01-01,2
BUG,03-01,3
BUG,05-01,1
BUG,07-01,1
BUG,09-01,2
BUL,04-01,1
BUL,05-01,1
BUR,02-01,1
BURL,05-01,2
BUY,01-01,2
BUZZ,03-01,16
BUZZ,05-01,3
BUZZ,06-01,2
BUZZ,07-01,1
BV,01-01,2
BV,02-01,4
BVN,06-01,2
BW,01-01,6
BW,03-01,1
BW,04-01,1
BW,06-01,4
BWA,02-01,2
BWA,05-01,1
BWXT,01-01,2
BWXT,03-01,1
BWXT,05-01,1
BWXT,12-01,2
BX,02-01,2
BX,06-01,1
BX,08-01,3
BX,09-01,4
BXMT,03-01,1
BY,01-01,224
BY,12-01,14
BYD,01-01,16
BYD,02-01,12
BYD,03-01,4
BYD,04-01,7
BYD,05-01,3
BYD,06-01,8
BYD,07-01,7
BYD,08-01,6
BYD,09-01,1
BYD,10-01,2
BYD,12-01,2
BYND,01-01,38
BYND,02-01,11
BYND,03-01,16
BYND,04-01,5
BYND,05-01,75
BYND,06-01,23
BYND,07-01,5
BYND,08-01,2
BYND,09-01,5
BYND,10-01,4
BYND,12-01,4
BYSI,08-01,1
BZ,06-01,1
BZ,07-01,1
BZUN,02-01,1
C,01-01,36
C,02-01,9
C,03-01,7
C,04-01,4
C,05-01,5
C,06-01,7
C,07-01,1
C,08-01,2
C,09-01,1
C,10-01,1
CAC,05-01,1
CACC,01-01,6
CACC,03-01,2
CACI,01-01,2
CACI,02-01,2
CACI,03-01,4
CAD,01-01,2
CAD,02-01,3
CAE,06-01,1
CAF,02-01,1
CAG,01-01,2
CAG,02-01,3
CAG,06-01,2
CAI,03-01,2
CAKE,01-01,12
CAKE,02-01,68
CAKE,03-01,10
CAKE,04-01,2
CAKE,05-01,4
CAKE,06-01,4
CAKE,08-01,3
CAKE,09-01,3
CAKE,10-01,1
CAL,02-01,1
CAL,07-01,1
CALF,02-01,2
CALM,01-01,18
CALM,02-01,8
CALM,03-01,21
CALM,04-01,14
CALM,05-01,4
CALM,06-01,7
CALM,07-01,5
CALM,08-01,2
CALM,09-01,1
CALX,01-01,2
CALX,03-01,1
CALX,04-01,1
CAN,01-01,304
CAN,12-01,32
CANE,03-01,1
CANE,05-01,1
CANE,06-01,1
CANG,02-01,1
CANG,03-01,2
CANO,06-01,2
CANO,08-01,4
CANO,09-01,6
CANO,10-01,3
CAP,01-01,10
CAP,02-01,10
CAP,03-01,12
CAP,04-01,3
CAP,05-01,2
CAP,06-01,5
CAP,07-01,4
CAPC,03-01,2
CAPE,01-01,2
CAPE,02-01,1
CAPE,03-01,1
CAPE,05-01,2
CAPE,06-01,2
CAR,01-01,18
CAR,02-01,12
CAR,03-01,2
CAR,04-01,6
CAR,05-01,3
CAR,06-01,11
CAR,07-01,9
CAR,08-01,3
CAR,09-01,1
CAR,10-01,1
CARA,01-01,2
CARA,06-01,1
CARA,08-01,1
CARE,01-01,56
CARE,02-01,44
CARE,03-01,19
CARE,04-01,7
CARE,05-01,4
CARE,06-01,5
CARG,02-01,1
CARG,03-01,2
CARG,05-01,3
CARR,01-01,2
CARR,02-01,4
CARR,03-01,1
CARR,06-01,2
CARS,01-01,8
CARS,02-01,1
CARS,04-01,3
CARS,05-01,1
CARS,06-01,1
CARV,07-01,3
CASH,01-01,128
CASH,02-01,86
CASH,03-01,49
CASH,04-01,14
CASH,05-01,16
CASH,06-01,11
CASH,07-01,6
CASH,08-01,1
CASH,12-01,8
CAT,01-01,16
CAT,02-01,77
CAT,03-01,87
CAT,04-01,6
CAT,05-01,19
CAT,06-01,20
CAT,07-01,9
CAT,08-01,8
CAT,09-01,3
CAT,10-01,1
CAT,12-01,2
CATH,02-01,2
CATO,02-01,1
CB,01-01,8
CB,02-01,16
CB,03-01,10
CB,04-01,9
CB,05-01,9
CB,06-01,9
CB,07-01,9
CB,08-01,1
CB,09-01,7
CB,10-01,1
CB,12-01,2
CBBT,03-01,1
CBD,01-01,16
CBD,02-01,51
CBD,03-01,16
CBD,04-01,11
CBD,05-01,3
CBD,06-01,15
CBD,07-01,5
CBD,08-01,2
CBD,09-01,1
CBDL,06-01,2
CBOE,01-01,14
CBOE,02-01,15
CBOE,03-01,5
CBOE,04-01,11
CBOE,05-01,6
CBOE,06-01,2
CBOE,07-01,1
CBOE,08-01,3
CBOE,09-01,2
CBOE,12-01,2
CBRE,02-01,1
CBRE,09-01,1
CBRL,04-01,1
CBRL,09-01,1
CBT,01-01,4
CBT,03-01,2
CBT,04-01,3
CBT,05-01,1
CBT,08-01,1
CBWTF,02-01,2
CC,01-01,168
CC,02-01,150
CC,03-01,129
CC,04-01,89
CC,05-01,67
CC,06-01,115
CC,07-01,45
CC,08-01,51
CC,09-01,51
CC,10-01,17
CC,12-01,46
CCC,01-01,2
CCCC,05-01,2
CCD,06-01,1
CCHWF,04-01,1
CCHWF,12-01,2
CCI,01-01,6
CCI,02-01,7
CCI,03-01,3
CCI,04-01,1
CCI,05-01,4
CCIV,01-01,356
CCIV,02-01,126
CCIV,03-01,34
CCIV,04-01,9
CCIV,05-01,14
CCIV,06-01,11
CCIV,07-01,5
CCJ,01-01,6
CCJ,02-01,9
CCJ,03-01,3
CCJ,04-01,12
CCJ,05-01,13
CCJ,06-01,2
CCJ,07-01,1
CCJ,09-01,191
CCJ,10-01,1
CCJ,12-01,4
CCK,03-01,2
CCL,01-01,64
CCL,02-01,120
CCL,03-01,79
CCL,04-01,20
CCL,05-01,45
CCL,06-01,58
CCL,07-01,15
CCL,08-01,4
CCL,09-01,2
CCL,10-01,1
CCL,12-01,8
CCO,03-01,8
CCO,04-01,4
CCO,05-01,2
CCO,06-01,2
CCO,09-01,9
CCS,01-01,2
CCS,03-01,1
CCS,04-01,1
CCS,06-01,8
CCS,07-01,1
CCS,08-01,3
CCS,09-01,5
CCX,01-01,2
CCXI,05-01,3
CCXI,06-01,4
CCXI,07-01,3
CCXI,08-01,1
CD,01-01,50
CD,02-01,34
CD,03-01,22
CD,04-01,5
CD,05-01,7
CD,06-01,8
CD,07-01,6
CD,08-01,3
CD,09-01,5
CD,10-01,1
CD,12-01,4
CDAY,01-01,2
CDC,01-01,12
CDC,02-01,14
CDC,03-01,13
CDC,04-01,14
CDC,05-01,14
CDC,06-01,4
CDE,01-01,12
CDE,02-01,4
CDE,05-01,6
CDEV,02-01,1
CDEV,03-01,4
CDEV,06-01,1
CDEV,08-01,5
CDEV,09-01,7
CDEV,10-01,1
CDL,04-01,7
CDL,06-01,1
CDNA,02-01,1
CDNS,02-01,1
CDNS,08-01,2
CDR,03-01,5
CDR,04-01,10
CDR,09-01,1
CDXC,02-01,1
CDXS,01-01,2
CDXS,10-01,1
CE,01-01,18
CE,02-01,4
CE,03-01,3
CE,05-01,1
CE,06-01,2
CE,07-01,1
CE,08-01,1
CE,09-01,1
CE,10-01,1
CEA,04-01,1
CECE,06-01,38
CEF,02-01,8
CEF,03-01,1
CEI,02-01,1
CEI,09-01,3
CEI,10-01,1
CEL,01-01,2
CELH,01-01,10
CELH,02-01,1
CELH,03-01,1
CELH,04-01,1
CELH,05-01,2
CELH,06-01,5
CELH,08-01,2
CELH,09-01,1
CELH,12-01,2
CEN,04-01,1
CEN,06-01,1
CENT,01-01,4
CENT,02-01,3
CENT,03-01,5
CENT,04-01,1
CENT,06-01,1
CENT,12-01,2
CENX,12-01,2
CERE,08-01,1
CERN,01-01,2
CERN,03-01,1
CERS,01-01,24
CERS,05-01,7
CET,01-01,4
CET,02-01,47
CET,03-01,1
CET,04-01,1
CEV,01-01,4
CEV,06-01,1
CEVA,03-01,3
CF,01-01,4
CF,02-01,1
CF,03-01,6
CF,04-01,4
CF,05-01,3
CF,08-01,4
CFA,01-01,48
CFA,02-01,24
CFA,03-01,16
CFA,04-01,6
CFA,05-01,2
CFA,06-01,11
CFA,12-01,6
CFFN,01-01,2
CFLT,06-01,2
CFR,01-01,2
CFR,02-01,1
CFR,03-01,2
CFR,06-01,1
CFV,04-01,1
CFX,05-01,1
CFX,06-01,1
CG,02-01,12
CG,05-01,3
CG,09-01,2
CGA,05-01,1
CGAU,05-01,1
CGC,01-01,126
CGC,02-01,226
CGC,03-01,14
CGC,04-01,17
CGC,05-01,10
CGC,06-01,38
CGC,07-01,5
CGC,08-01,8
CGC,09-01,6
CGC,10-01,17
CGC,12-01,2
CGNT,04-01,3
CGNT,07-01,2
CGNT,08-01,1
CGNX,04-01,1
CGRN,06-01,39
CHA,01-01,2
CHAD,01-01,48
CHAD,02-01,13
CHAD,03-01,4
CHAD,04-01,7
CHAD,05-01,5
CHAD,06-01,12
CHD,01-01,6
CHD,02-01,4
CHD,03-01,1
CHD,05-01,1
CHD,06-01,2
CHD,08-01,5
CHEF,01-01,4
CHEF,02-01,1
CHEF,05-01,1
CHEF,07-01,1
CHEK,01-01,2
CHGG,01-01,4
CHGG,02-01,4
CHGG,04-01,1
CHGG,05-01,2
CHGG,08-01,1
CHI,03-01,1
CHI,06-01,1
CHK,02-01,9
CHK,09-01,1
CHKP,02-01,19
CHKP,12-01,2
CHL,01-01,2
CHNA,06-01,2
CHOOF,02-01,1
CHPT,03-01,9
CHPT,04-01,33
CHPT,05-01,5
CHPT,06-01,24
CHPT,07-01,23
CHPT,08-01,9
CHPT,09-01,44
CHPT,10-01,4
CHRS,08-01,2
CHS,06-01,2
CHTR,03-01,1
CHTR,04-01,1
CHU,01-01,2
CHWY,01-01,110
CHWY,02-01,41
CHWY,03-01,31
CHWY,04-01,8
CHWY,05-01,7
CHWY,06-01,30
CHWY,07-01,1
CHWY,08-01,13
CHWY,09-01,77
CHWY,10-01,1
CHWY,12-01,10
CI,01-01,2
CI,02-01,2
CI,05-01,1
CI,09-01,1
CI,12-01,2
CIA,01-01,40
CIA,02-01,22
CIA,03-01,13
CIA,04-01,5
CIA,05-01,8
CIA,06-01,5
CIA,07-01,3
CIBR,01-01,2
CIBR,12-01,2
CIDM,01-01,6
CIDM,04-01,1
CIEN,01-01,2
CIFR,09-01,1
CIG,04-01,2
CIIC,01-01,14
CIIC,12-01,2
CIK,01-01,2
CIK,02-01,18
CIK,03-01,5
CIK,04-01,10
CIK,06-01,3
CIM,03-01,2
CIM,05-01,1
CIM,06-01,5
CIO,01-01,10
CIO,02-01,4
CIO,03-01,1
CIO,04-01,2
CIO,06-01,2
CIO,08-01,1
CIOXY,06-01,1
CIT,01-01,4
CIT,05-01,1
CL,01-01,20
CL,02-01,70
CL,03-01,13
CL,04-01,12
CL,05-01,7
CL,06-01,28
CL,07-01,5
CL,09-01,1
CL,10-01,1
CLA,01-01,6
CLA,02-01,2
CLA,12-01,2
CLBT,09-01,9
CLDR,01-01,2
CLDR,02-01,12
CLDR,03-01,1
CLDR,04-01,4
CLDR,05-01,1
CLDR,06-01,6
CLDR,12-01,2
CLEU,07-01,2
CLF,01-01,254
CLF,02-01,44
CLF,03-01,61
CLF,04-01,58
CLF,05-01,51
CLF,06-01,2681
CLF,07-01,366
CLF,08-01,63
CLF,09-01,108
CLF,10-01,7
CLF,12-01,10
CLH,08-01,1
CLI,01-01,2
CLII,01-01,4
CLII,02-01,2
CLII,04-01,2
CLII,05-01,1
CLII,06-01,1
CLNE,01-01,26
CLNE,02-01,75
CLNE,03-01,13
CLNE,04-01,47
CLNE,05-01,44
CLNE,06-01,7507
CLNE,07-01,377
CLNE,08-01,130
CLNE,09-01,65
CLNE,10-01,10
CLNN,06-01,1
CLNN,07-01,4
CLNN,08-01,4
CLNY,02-01,1
CLNY,03-01,2
CLOV,01-01,18
CLOV,02-01,67
CLOV,03-01,10
CLOV,04-01,889
CLOV,05-01,697
CLOV,06-01,10035
CLOV,07-01,2108
CLOV,08-01,688
CLOV,09-01,1299
CLOV,10-01,120
CLOVW,03-01,1
CLOVW,05-01,1
CLOVW,06-01,6
CLOVW,07-01,1
CLPT,07-01,1
CLR,02-01,1
CLR,03-01,7
CLSK,01-01,6
CLSK,02-01,1
CLSK,08-01,2
CLVR,01-01,26
CLVR,05-01,1
CLVR,12-01,8
CLVS,01-01,2
CLVS,02-01,1
CLVS,03-01,6
CLVS,06-01,62
CLVS,07-01,2
CLX,01-01,6
CLX,02-01,9
CLX,04-01,2
CLX,07-01,2
CM,01-01,2
CM,02-01,2
CM,03-01,1
CM,04-01,5
CM,07-01,1
CM,08-01,3
CMA,03-01,3
CMA,06-01,4
CMBS,04-01,24
CMBS,05-01,7
CMBS,06-01,4
CMC,01-01,156
CMC,02-01,10
CMC,03-01,8
CMC,04-01,3
CMC,05-01,7
CMC,06-01,10
CMC,08-01,1
CMC,09-01,1
CMC,12-01,16
CMCO,03-01,1
CMCSA,01-01,10
CMCSA,03-01,1
CMCSA,04-01,4
CMCSA,05-01,2
CMCSA,08-01,2
CMD,03-01,9
CME,01-01,10
CME,02-01,36
CME,03-01,3
CME,04-01,2
CME,05-01,1
CME,07-01,1
CME,08-01,6
CME,09-01,1
CME,10-01,1
CMF,03-01,3
CMG,01-01,6
CMG,02-01,2
CMG,03-01,1
CMG,04-01,3
CMG,06-01,1
CMG,07-01,7
CMG,08-01,6
CMG,09-01,3
CMG,12-01,2
CMI,03-01,6
CMI,06-01,3
CMLS,06-01,19
CMMB,04-01,7
CMMB,05-01,6
CMMB,06-01,3
CMMB,07-01,1
CMO,01-01,20
CMO,02-01,5
CMO,03-01,6
CMO,04-01,3
CMO,05-01,3
CMO,06-01,1
CMO,08-01,6
CMP,02-01,1
CMPS,01-01,8
CMPS,02-01,95
CMPS,03-01,8
CMPS,04-01,27
CMPS,05-01,2
CMPS,06-01,11
CMPS,08-01,1
CMPS,09-01,3
CMRE,04-01,1
CMRE,06-01,3
CMS,02-01,6
CMS,03-01,1
CMS,04-01,7
CMS,05-01,1
CMS,06-01,3
CMS,07-01,2
CMT,05-01,1
CN,01-01,12
CN,02-01,13
CN,03-01,13
CN,04-01,4
CN,06-01,3
CNA,01-01,6
CNA,02-01,4
CNA,04-01,1
CNBS,01-01,4
CNBS,02-01,12
CNBS,03-01,5
CNBS,04-01,1
CNBS,05-01,1
CNBS,06-01,5
CNBS,07-01,2
CNBS,10-01,2
CNC,02-01,11
CNC,03-01,2
CNC,05-01,2
CNC,06-01,1
CNC,07-01,1
CND,02-01,2
CND,05-01,8
CND,06-01,1
CNDT,02-01,1
CNET,02-01,7
CNET,03-01,1
CNHI,05-01,2
CNHI,06-01,4
CNI,06-01,1
CNI,07-01,2
CNK,01-01,12
CNK,02-01,33
CNK,03-01,23
CNK,04-01,13
CNK,05-01,15
CNK,06-01,11
CNK,07-01,12
CNK,09-01,6
CNK,10-01,3
CNM,09-01,1
CNNE,12-01,6
CNO,06-01,11
CNP,02-01,1
CNP,05-01,1
CNP,06-01,1
CNP,07-01,1
CNP,09-01,1
CNQ,01-01,4
CNQ,02-01,1
CNQ,04-01,2
CNQ,07-01,1
CNQ,09-01,2
CNR,01-01,2
CNR,05-01,1
CNRG,01-01,2
CNRG,02-01,1
CNRG,03-01,1
CNRG,04-01,1
CNS,02-01,4
CNSL,06-01,37
CNTA,07-01,1
CNX,09-01,1
CO,01-01,20
CO,02-01,50
CO,03-01,31
CO,04-01,30
CO,05-01,4
CO,06-01,13
CODX,03-01,2
COE,06-01,1
COF,03-01,1
COF,08-01,1
COG,01-01,2
COG,02-01,3
COG,06-01,1
COG,08-01,1
COHU,02-01,1
COIN,04-01,567
COIN,05-01,282
COIN,06-01,63
COIN,07-01,60
COIN,08-01,75
COIN,09-01,23
COIN,10-01,12
COKE,01-01,12
COKE,02-01,22
COKE,03-01,2
COKE,04-01,4
COKE,05-01,1
COKE,07-01,1
COKE,08-01,1
COKE,09-01,3
COLD,01-01,24
COLD,02-01,7
COLD,03-01,7
COLD,04-01,1
COLD,06-01,6
COLD,08-01,1
COLM,01-01,4
COM,01-01,18
COM,02-01,8
COM,03-01,13
COM,05-01,4
COM,12-01,4
COMP,05-01,3
COMP,06-01,2
COMS,02-01,1
COMT,03-01,1
CONE,02-01,1
CONE,09-01,1
CONN,01-01,2
CONX,01-01,2
COO,01-01,26
COO,02-01,5
COO,03-01,28
COO,04-01,2
COO,05-01,5
COO,06-01,7
COO,08-01,2
COO,09-01,3
COO,10-01,1
COO,12-01,2
COOL,02-01,30
COOL,03-01,5
COOL,04-01,4
COOL,05-01,2
COOL,06-01,2
COOP,01-01,2
COOP,02-01,1
COOP,04-01,3
COP,02-01,9
COP,03-01,6
COP,05-01,2
COP,06-01,3
COP,07-01,6
COP,08-01,1
COPX,02-01,4
COPX,04-01,1
COPX,05-01,2
COPX,06-01,1
COPX,07-01,1
COPX,08-01,2
COPX,09-01,1
COR,07-01,1
CORE,01-01,8
CORE,02-01,12
CORE,03-01,2
CORN,01-01,52
CORN,02-01,37
CORN,03-01,10
CORN,04-01,7
CORN,05-01,27
CORN,06-01,20
CORN,07-01,1
CORN,12-01,6
CORP,01-01,24
CORP,02-01,58
CORP,03-01,18
CORP,04-01,11
CORP,05-01,1
CORP,06-01,2
CORR,05-01,2
CORT,01-01,4
COST,01-01,30
COST,02-01,15
COST,03-01,80
COST,04-01,6
COST,05-01,2
COST,06-01,7
COST,07-01,4
COST,08-01,4
COST,09-01,6
COST,10-01,3
COTY,01-01,22
COTY,02-01,28
COTY,03-01,7
COTY,05-01,1
COTY,06-01,8
COTY,09-01,5
COTY,12-01,2
COUP,01-01,2
COUP,02-01,4
COUP,03-01,2
COUP,06-01,1
COUP,07-01,1
COUR,04-01,5
COUR,05-01,3
COUR,06-01,3
COUR,10-01,3
COW,01-01,2
COW,02-01,1
COW,03-01,2
COW,05-01,4
COW,06-01,29
CP,01-01,4
CP,02-01,2
CP,03-01,21
CP,04-01,3
CP,06-01,3
CP,08-01,2
CP,09-01,6
CP,10-01,1
CPA,01-01,40
CPA,02-01,33
CPA,03-01,21
CPA,04-01,7
CPA,05-01,8
CPA,06-01,17
CPA,07-01,8
CPA,08-01,22
CPB,02-01,2
CPB,03-01,1
CPB,04-01,2
CPE,03-01,9
CPE,06-01,9
CPE,07-01,1
CPE,08-01,1
CPE,09-01,2
CPE,10-01,1
CPER,02-01,4
CPER,03-01,3
CPG,01-01,8
CPG,02-01,1
CPG,03-01,1
CPG,04-01,4
CPG,05-01,1
CPG,06-01,3
CPG,10-01,1
CPI,01-01,14
CPI,02-01,62
CPI,03-01,60
CPI,04-01,79
CPI,05-01,165
CPI,06-01,133
CPNG,03-01,15
CPNG,04-01,1
CPNG,05-01,6
CPNG,06-01,23
CPNG,07-01,9
CPNG,08-01,9
CPNG,09-01,11
CPNG,10-01,2
