Date,Open,High,Low,Close,Adj Close,Volume
2019-12-01,6.35,6.92,5.18,6.08,6.08,121013800
2020-01-01,6.14,6.47,3.83,3.84,3.84,81070500
2020-02-01,3.88,4.51,3.18,3.6,3.6,55789400
2020-03-01,3.6,5.09,3.39,3.5,3.5,100476400
2020-04-01,3.45,6.47,2.57,5.73,5.73,99735200
2020-05-01,5.65,6.18,3.96,4.06,4.06,53507600
2020-06-01,4.12,5.53,4.02,4.34,4.34,100281700
2020-07-01,4.31,4.55,3.77,4.01,4.01,55494100
2020-08-01,4.03,7.15,4.0,6.68,6.68,117264400
2020-09-01,7.3,11.17,5.87,10.2,10.2,254811800
