Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,7.3,7.6,6.25,6.52,6.480244,66085800
2020-02-01,6.5,7.78,5.12,6.26,6.2218290000000005,58017300
2020-03-01,6.31,6.32,1.95,3.16,3.140732,123182900
2020-04-01,3.0,5.53,1.95,4.92,4.92,230821700
2020-05-01,4.62,6.41,3.81,5.13,5.13,226597400
2020-06-01,5.03,7.35,3.75,4.29,4.29,170079200
2020-07-01,4.26,4.82,3.81,4.04,4.04,81779900
2020-08-01,4.05,7.1,3.86,5.88,5.88,196744400
2020-09-01,5.79,7.71,4.36,4.71,4.71,142287800
