Date,Open,High,Low,Close,Adj Close,Volume
2020-12-01,17.110001,22.35,12.14,18.84,18.84,251286600
2021-01-01,19.0,483.0,17.08,325.0,325.0,1261514800
2021-02-01,316.559998,322.0,38.5,101.739998,101.739998,827488000
2021-03-01,104.540001,348.5,99.970001,189.820007,189.820007,679624900
2021-04-01,193.360001,196.970001,132.0,173.58999599999999,173.58999599999999,172415400
2021-05-01,177.490005,268.799988,136.5,222.0,222.0,137450100
2021-06-01,233.479996,344.660004,197.0,214.13999900000002,214.13999900000002,185021900
2021-07-01,213.399994,216.830002,158.009995,161.119995,161.119995,54009800
2021-08-01,162.0,227.0,145.220001,218.24000499999997,218.24000499999997,82038200
2021-09-01,224.0,231.440002,166.78999299999998,175.470001,175.470001,63484500
