Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,2.63,2.63,2.36,2.39,2.39,23942700
2020-12-29,2.44,2.46,2.28,2.29,2.29,21086100
2020-12-30,2.3,2.3,2.13,2.16,2.16,40278400
2020-12-31,2.17,2.22,2.08,2.12,2.12,28234300
2021-01-04,2.2,2.2,2.0,2.01,2.01,29873800
2021-01-05,1.99,2.03,1.91,1.98,1.98,28148300
2021-01-06,2.03,2.23,1.97,2.01,2.01,67363300
2021-01-07,2.08,2.11,2.02,2.05,2.05,26150500
2021-01-08,2.09,2.21,2.07,2.14,2.14,39553300
2021-01-11,2.16,2.27,2.15,2.2,2.2,41695800
2021-01-12,2.24,2.39,2.24,2.29,2.29,41549200
2021-01-13,2.33,2.38,2.13,2.18,2.18,45847700
2021-01-14,2.22,2.32,2.13,2.18,2.18,49638800
2021-01-15,2.2,2.55,2.18,2.33,2.33,162356400
2021-01-19,2.8,3.2,2.57,3.06,3.06,256276000
2021-01-20,3.29,3.34,2.75,2.97,2.97,181862200
2021-01-21,3.0,3.06,2.85,2.98,2.98,64823800
2021-01-22,2.91,3.74,2.81,3.51,3.51,268273400
2021-01-25,4.71,4.88,3.85,4.42,4.42,443238100
2021-01-26,5.09,5.19,4.37,4.96,4.96,456850200
2021-01-27,20.34,20.360001,11.01,19.9,19.9,1222342500
2021-01-28,11.98,16.5,6.51,8.63,8.63,591223900
2021-01-29,14.31,16.0,11.6,13.26,13.26,602193300
2021-02-01,17.0,17.25,12.91,13.3,13.3,434608000
2021-02-02,9.48,10.1,6.0,7.82,7.82,462775900
2021-02-03,8.85,9.77,7.89,8.97,8.97,221405100
2021-02-04,8.7,8.74,7.0,7.09,7.09,162985800
2021-02-05,7.17,8.27,6.52,6.83,6.83,197097600
2021-02-08,6.88,6.89,5.75,6.18,6.18,128171500
2021-02-09,5.81,5.81,5.26,5.5,5.5,102588100
2021-02-10,5.71,6.59,5.45,5.8,5.8,152810800
2021-02-11,5.62,5.85,5.47,5.61,5.61,55920400
2021-02-12,5.72,5.97,5.52,5.59,5.59,46773000
2021-02-16,6.03,6.05,5.49,5.65,5.65,61165700
2021-02-17,5.58,5.62,5.32,5.55,5.55,38849000
2021-02-18,5.84,6.25,5.46,5.51,5.51,130540800
2021-02-19,5.54,5.77,5.51,5.7,5.7,40249100
2021-02-22,5.93,6.68,5.75,6.55,6.55,173409000
2021-02-23,6.97,7.86,6.01,7.7,7.7,264876400
2021-02-24,7.23,9.83,6.99,9.09,9.09,376881800
2021-02-25,10.89,11.0,7.85,8.29,8.29,445717400
2021-02-26,8.19,9.01,7.63,8.01,8.01,137028000
2021-03-01,8.86,9.45,8.42,9.18,9.18,143586500
2021-03-02,9.14,9.4,8.51,8.93,8.93,78135400
2021-03-03,8.95,9.14,8.5,8.58,8.58,55651900
2021-03-04,8.25,8.59,7.5,8.03,8.03,77822600
2021-03-05,8.08,8.27,7.63,8.05,8.05,59734100
2021-03-08,8.53,9.48,8.31,9.29,9.29,114343800
2021-03-09,9.38,10.77,9.22,10.5,10.5,150415600
2021-03-10,11.02,12.47,9.51,9.85,9.85,261918600
2021-03-11,10.65,10.87,9.9,10.28,10.28,83933600
2021-03-12,10.16,11.4,9.94,11.16,11.16,111146700
2021-03-15,12.18,14.49,11.85,14.04,14.04,277713300
2021-03-16,13.62,13.62,12.34,13.02,13.02,125967600
2021-03-17,13.24,13.66,13.0,13.56,13.56,78053600
2021-03-18,14.34,14.54,13.57,14.0,14.0,121418000
2021-03-19,14.14,14.18,13.28,13.93,13.93,153206000
2021-03-22,13.15,13.19,11.76,12.49,12.49,88760100
2021-03-23,11.46,11.93,10.37,10.66,10.66,87923200
2021-03-24,10.82,11.21,8.93,9.02,9.02,81850700
2021-03-25,8.96,11.32,8.95,10.94,10.94,131192800
2021-03-26,11.27,11.53,10.01,10.24,10.24,84633100
2021-03-29,10.32,10.76,10.09,10.35,10.35,37330700
2021-03-30,10.31,10.52,9.76,10.35,10.35,39020500
2021-03-31,10.4,10.47,10.05,10.21,10.21,29832300
2021-04-01,10.23,10.26,9.15,9.36,9.36,77473900
2021-04-05,10.1,11.25,9.72,10.61,10.61,96082300
2021-04-06,10.4,10.5,10.0,10.2,10.2,44067000
2021-04-07,10.07,10.18,9.85,9.85,9.85,28804300
2021-04-08,10.01,10.01,9.5,9.79,9.79,33408700
2021-04-09,9.6,9.74,9.24,9.42,9.42,29254600
2021-04-12,9.44,9.49,8.51,8.62,8.62,51269800
2021-04-13,8.66,9.12,8.31,8.84,8.84,44049100
2021-04-14,9.0,9.81,8.9,9.35,9.35,51166300
2021-04-15,9.88,10.23,9.58,9.9,9.9,45198900
2021-04-16,10.0,10.03,9.09,9.33,9.33,40696700
2021-04-19,9.48,9.81,9.38,9.66,9.66,32814300
2021-04-20,9.7,9.71,9.01,9.28,9.28,27008900
2021-04-21,9.25,9.81,9.14,9.78,9.78,23598200
2021-04-22,9.95,10.65,9.79,9.99,9.99,49923500
2021-04-23,10.09,10.38,9.96,10.16,10.16,27465600
2021-04-26,10.69,11.96,10.57,11.5,11.5,78592900
2021-04-27,11.68,12.22,11.22,11.46,11.46,51629800
2021-04-28,10.85,11.39,10.65,10.85,10.85,39720500
2021-04-29,10.95,11.04,10.09,10.2,10.2,37782900
2021-04-30,10.07,10.18,9.88,10.03,10.03,27741000
2021-05-03,10.11,10.12,9.61,9.71,9.71,31251200
2021-05-04,9.63,9.75,9.05,9.39,9.39,35222400
2021-05-05,9.41,9.57,9.08,9.17,9.17,27608700
2021-05-06,9.33,9.4,8.93,9.0,9.0,39586300
2021-05-07,9.32,9.79,9.14,9.51,9.51,38245000
2021-05-10,9.9,10.15,9.56,9.74,9.74,41015300
2021-05-11,9.93,10.48,9.6,10.05,10.05,49601000
2021-05-12,10.03,10.63,10.02,10.32,10.32,54423500
2021-05-13,10.88,14.2,10.64,12.77,12.77,296525000
