Date,Open,High,Low,Close,Adj Close,Volume
2021-03-18,394.480011,396.72000099999997,390.75,391.480011,387.68756099999996,115349100
2021-03-19,389.880005,391.570007,387.149994,389.480011,386.97024500000003,113624500
2021-03-22,390.02999900000003,394.070007,389.97000099999997,392.589996,390.06015,73778600
2021-03-23,391.910004,393.459991,388.660004,389.5,386.990082,90686600
2021-03-24,391.0,392.75,387.47000099999997,387.519989,385.022827,97588600
2021-03-25,385.980011,390.549988,383.899994,389.700012,387.188812,116128600
2021-03-26,390.929993,396.410004,390.290009,395.980011,393.42834500000004,114409100
2021-03-29,394.399994,396.75,392.809998,395.77999900000003,393.229645,108107600
2021-03-30,394.420013,395.450012,393.019989,394.730011,392.186371,76262200
2021-03-31,395.339996,398.0,395.309998,396.329987,393.776062,112734200
2021-04-01,398.399994,400.670013,398.179993,400.609985,398.028473,99682900
2021-04-05,403.459991,406.940002,403.380005,406.359985,403.741425,91684800
2021-04-06,405.76001,407.23999,405.399994,406.119995,403.502991,62021000
2021-04-07,405.940002,406.959991,405.450012,406.589996,403.96994,55836300
2021-04-08,407.929993,408.579987,406.929993,408.519989,405.887512,57863100
2021-04-09,408.390015,411.670013,408.26001,411.48999,408.83837900000003,61104600
2021-04-12,410.850006,411.929993,410.200012,411.640015,408.987427,56704900
2021-04-13,411.52999900000003,413.52999900000003,411.119995,412.859985,410.199524,56551000
2021-04-14,412.829987,413.959991,410.869995,411.450012,408.798676,61659900
2021-04-15,413.73999,416.160004,413.690002,415.869995,413.190155,60229800
2021-04-16,417.25,417.910004,415.730011,417.26001,414.57122799999996,82037300
2021-04-19,416.26001,416.73999,413.790009,415.209991,412.534393,78498500
2021-04-20,413.910004,415.089996,410.589996,412.170013,409.514008,81851800
2021-04-21,411.51001,416.290009,411.359985,416.070007,413.388855,66793000
2021-04-22,415.890015,416.77999900000003,411.130005,412.269989,409.613342,97582800
2021-04-23,412.869995,418.25,412.790009,416.73999,414.054535,73209200
2021-04-26,417.440002,418.22000099999997,416.809998,417.609985,414.91891499999997,52182400
2021-04-27,417.929993,418.140015,416.299988,417.519989,414.829529,51303100
2021-04-28,417.809998,419.01001,416.899994,417.399994,414.710297,51238900
2021-04-29,420.32000700000003,420.72000099999997,416.440002,420.05999800000006,417.35314900000003,78544300
2021-04-30,417.630005,418.540009,416.339996,417.299988,414.610931,85527000
2021-05-03,419.429993,419.839996,417.670013,418.200012,415.505157,68128300
2021-05-04,416.070007,416.600006,411.670013,415.619995,412.941742,101591200
2021-05-05,417.380005,417.630005,415.149994,415.75,413.070953,60162200
2021-05-06,415.829987,419.209991,413.679993,419.070007,416.36953700000004,74321400
2021-05-07,419.89001500000006,422.82000700000003,419.160004,422.119995,419.399872,67733800
2021-05-10,422.5,422.73999000000003,417.809998,417.940002,415.246826,81852400
2021-05-11,413.100006,415.269989,410.059998,414.209991,411.540863,116888000
2021-05-12,411.230011,412.589996,404.0,405.410004,402.797577,134811000
2021-05-13,407.070007,412.350006,407.019989,410.27999900000003,407.636169,106394000
2021-05-14,413.209991,417.48999,413.179993,416.579987,413.89556899999997,82201600
2021-05-17,415.390015,416.390015,413.359985,415.519989,412.842407,65129200
2021-05-18,415.799988,416.059998,411.769989,411.940002,409.285492,59810200
2021-05-19,406.920013,411.049988,405.329987,410.859985,408.21243300000003,106467100
2021-05-20,411.799988,416.630005,411.670013,415.27999900000003,412.603973,78022200
2021-05-21,416.869995,418.200012,414.450012,414.940002,412.26617400000003,76578700
2021-05-24,417.339996,420.32000700000003,417.079987,419.170013,416.46890299999995,51376700
2021-05-25,420.329987,420.709991,417.619995,418.23999,415.54486099999997,57451400
2021-05-26,418.869995,419.60998499999994,417.76001,419.070007,416.36953700000004,43088600
2021-05-27,420.170013,420.72000099999997,418.98999,419.290009,416.588104,56707700
2021-05-28,420.97000099999997,421.25,419.790009,420.040009,417.333313,58520200
2021-06-01,422.57000700000003,422.72000099999997,419.200012,419.670013,416.965698,54216600
2021-06-02,420.369995,421.23001100000005,419.290009,420.329987,417.621429,49097100
2021-06-03,417.850006,419.98999000000003,416.27999900000003,418.769989,416.071472,58138800
2021-06-04,420.75,422.920013,418.839996,422.60000599999995,419.876801,55938800
2021-06-07,422.589996,422.77999900000003,421.19000199999994,422.19000199999994,419.46945199999993,51555000
2021-06-08,423.10998499999994,423.209991,420.32000700000003,422.27999900000003,419.55886799999996,47134300
2021-06-09,423.17999299999997,423.26000999999997,421.410004,421.64999400000005,418.932892,48436300
2021-06-10,422.959991,424.630005,421.549988,423.60998499999994,420.88024900000005,51020100
2021-06-11,424.200012,424.42999299999997,422.82000700000003,424.30999800000006,421.575775,45570800
2021-06-14,424.42999299999997,425.369995,423.10000599999995,425.26000999999997,422.519684,42358500
2021-06-15,425.420013,425.459991,423.540009,424.48001100000005,421.74469000000005,51508500
2021-06-16,424.630005,424.869995,419.920013,422.10998499999994,419.389923,80386100
2021-06-17,421.670013,423.01998899999995,419.320007,421.97000099999997,419.250854,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,413.59500099999997,118676300
2021-06-21,416.799988,421.05999800000006,415.929993,420.85998499999994,419.51599100000004,72822000
2021-06-22,420.85000599999995,424.0,420.079987,423.10998499999994,421.75882,57700300
2021-06-23,423.19000199999994,424.049988,422.51000999999997,422.60000599999995,421.250458,49445400
2021-06-24,424.89001500000006,425.549988,424.619995,425.10000599999995,423.742462,45110300
2021-06-25,425.89999400000005,427.089996,425.549988,426.60998499999994,425.24762000000004,58129500
2021-06-28,427.170013,427.64999400000005,425.89001500000006,427.47000099999997,426.10488899999996,53159600
2021-06-29,427.880005,428.55999800000006,427.130005,427.700012,426.334167,35970500
2021-06-30,427.209991,428.77999900000003,427.17999299999997,428.05999800000006,426.69302400000004,64827900
2021-07-01,428.869995,430.60000599999995,428.799988,430.42999299999997,429.05545,53441000
2021-07-02,431.670013,434.10000599999995,430.51998899999995,433.72000099999997,432.33493,57697700
2021-07-06,433.77999900000003,434.01000999999997,430.01000999999997,432.92999299999997,431.54745499999996,68710400
2021-07-07,433.660004,434.76000999999997,431.51000999999997,434.459991,433.072571,63549500
2021-07-08,428.77999900000003,431.73001100000005,427.51998899999995,430.920013,429.543884,97595200
2021-07-09,432.52999900000003,435.839996,430.709991,435.51998899999995,434.12918099999996,76238600
2021-07-12,435.42999299999997,437.35000599999995,434.97000099999997,437.079987,435.684204,52889600
2021-07-13,436.23999000000003,437.839996,435.30999800000006,435.589996,434.198975,52911300
2021-07-14,437.39999400000005,437.920013,434.910004,436.23999000000003,434.84689299999997,64130400
2021-07-15,434.80999800000006,435.52999900000003,432.72000099999997,434.75,433.36166399999996,55126400
2021-07-16,436.01000999999997,436.05999800000006,430.920013,431.339996,429.96252400000003,75874700
2021-07-19,426.19000199999994,431.410004,421.97000099999997,424.97000099999997,423.61288499999995,147987000
2021-07-20,425.67999299999997,432.420013,424.829987,431.05999800000006,429.683441,99608200
2021-07-21,432.339996,434.700012,431.01000999999997,434.549988,433.162292,64724400
2021-07-22,434.73999000000003,435.72000099999997,433.69000199999994,435.459991,434.069366,47878500
2021-07-23,437.51998899999995,440.299988,436.790009,439.94000199999994,438.535095,63766600
2021-07-26,439.30999800000006,441.02999900000003,439.26000999999997,441.01998899999995,439.611633,43719200
2021-07-27,439.910004,439.94000199999994,435.98999000000003,439.01000999999997,437.608063,67397100
2021-07-28,439.67999299999997,440.299988,437.30999800000006,438.829987,437.428619,52472400
2021-07-29,439.82000700000003,441.799988,439.80999800000006,440.64999400000005,439.24279800000005,47435300
2021-07-30,437.910004,440.05999800000006,437.76998899999995,438.51000999999997,437.10965,68890600
2021-08-02,440.339996,440.92999299999997,437.209991,437.589996,436.192566,58783300
2021-08-03,438.44000199999994,441.27999900000003,436.10000599999995,441.14999400000005,439.741211,58053900
2021-08-04,439.77999900000003,441.119995,438.73001100000005,438.98001100000005,437.578156,46732200
2021-08-05,440.22000099999997,441.85000599999995,439.880005,441.76000999999997,440.34927400000004,38969700
2021-08-06,442.10000599999995,442.94000199999994,441.799988,442.48999000000003,441.07693499999993,46864100
2021-08-09,442.459991,442.799988,441.30999800000006,442.130005,440.718079,41222600
2021-08-10,442.60998499999994,443.44000199999994,441.880005,442.67999299999997,441.26632699999993,43339300
2021-08-11,443.82000700000003,443.880005,442.619995,443.77999900000003,442.36282300000005,44034300
2021-08-12,443.619995,445.26000999999997,442.660004,445.10998499999994,443.688568,38909400
2021-08-13,445.589996,445.94000199999994,445.07000700000003,445.920013,444.496002,39388300
2021-08-16,444.52999900000003,447.10998499999994,442.869995,446.97000099999997,445.542633,73740000
2021-08-17,444.23999000000003,444.959991,440.85000599999995,444.040009,442.622009,92673900
2021-08-18,442.959991,444.630005,438.920013,439.17999299999997,437.777496,89351900
2021-08-19,436.26998899999995,441.14001500000006,436.119995,439.85998499999994,438.45532199999997,92812200
2021-08-20,440.23001100000005,443.709991,439.709991,443.35998499999994,441.94415300000003,71975900
2021-08-23,445.160004,448.23001100000005,443.44000199999994,447.26000999999997,445.831726,54973000
2021-08-24,447.97000099999997,448.540009,447.420013,447.97000099999997,446.539429,38744700
2021-08-25,448.170013,449.459991,447.76998899999995,448.910004,447.47644,40529700
2021-08-26,448.60998499999994,448.85998499999994,446.160004,446.26000999999997,444.8349,57829600
2021-08-27,447.119995,450.64999400000005,447.05999800000006,450.25,448.81216399999994,77201900
2021-08-30,450.97000099999997,453.07000700000003,450.709991,452.23001100000005,450.78582800000004,48357400
2021-08-31,452.130005,452.48999000000003,450.920013,451.55999800000006,450.117981,59300200
2021-09-01,452.55999800000006,453.10998499999994,451.549988,451.799988,450.35717800000003,48721400
2021-09-02,453.32000700000003,454.049988,451.910004,453.19000199999994,451.742767,42501000
2021-09-03,451.98001100000005,453.630005,451.549988,453.079987,451.63311799999997,47170500
2021-09-07,452.709991,452.80999800000006,450.73999000000003,451.459991,450.01828,51671500
2021-09-08,450.89001500000006,451.670013,448.85998499999994,450.910004,449.470062,56181900
2021-09-09,450.700012,452.57000700000003,448.72000099999997,448.98001100000005,447.54623399999997,57970400
2021-09-10,451.040009,451.48999000000003,445.30999800000006,445.44000199999994,444.017517,89848000
2021-09-13,448.64001500000006,448.920013,444.10998499999994,446.579987,445.15387000000004,83738600
2021-09-14,448.119995,448.339996,443.22000099999997,444.170013,442.75158700000003,78197100
2021-09-15,444.619995,448.410004,443.44000199999994,447.880005,446.44973799999997,78792200
2021-09-16,447.32000700000003,448.35998499999994,444.01998899999995,447.170013,445.742004,77786700
2021-09-17,444.920013,445.369995,441.01998899999995,441.39999400000005,441.39999400000005,118425000
2021-09-20,434.880005,436.55999800000006,428.85998499999994,434.040009,434.040009,166445500
2021-09-21,436.52999900000003,437.910004,433.07000700000003,433.630005,433.630005,92526100
2021-09-22,436.049988,440.02999900000003,433.75,437.85998499999994,437.85998499999994,102350100
2021-09-23,439.85000599999995,444.89001500000006,439.60000599999995,443.17999299999997,443.17999299999997,76396000
2021-09-24,441.44000199999994,444.670013,441.209991,443.910004,443.910004,62094800
2021-09-27,442.80999800000006,444.049988,441.89999400000005,442.64001500000006,442.64001500000006,61371100
2021-09-28,439.69000199999994,440.040009,432.94000199999994,433.72000099999997,433.72000099999997,130436300
2021-09-29,435.19000199999994,437.040009,433.85000599999995,434.450012,434.450012,82329200
2021-09-30,436.01998899999995,436.76998899999995,428.77999900000003,429.14001500000006,429.14001500000006,140181200
2021-10-01,430.98001100000005,436.02999900000003,427.23001100000005,434.23999000000003,434.23999000000003,129240100
2021-10-04,433.0,433.959991,426.35998499999994,428.64001500000006,428.64001500000006,128570000
2021-10-05,430.23999000000003,435.48999000000003,429.39001500000006,433.10000599999995,433.10000599999995,90682500
2021-10-06,429.26998899999995,435.119995,427.540009,434.89999400000005,434.89999400000005,113032200
2021-10-07,438.39001500000006,441.67999299999997,438.200012,438.660004,438.660004,72437500
2021-10-08,439.48001100000005,439.89001500000006,437.19000199999994,437.85998499999994,437.85998499999994,74492900
