ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
HOOD,"Sep 03, 2021",https://finance.yahoo.com/quote/HOOD?p=HOOD,2,<1,0,1,0,50,50,44.49,-0.08,-0.18%,At close:  4:00PM EDT
EPS,"Sep 03, 2021",https://finance.yahoo.com/quote/EPS?p=EPS,3,<1,0,1,0,33,66,,,,
AVPT,"Sep 03, 2021",https://finance.yahoo.com/quote/AVPT?p=AVPT,1,<1,1,0,100,0,0,9.64,+0.38,+4.10%,At close:  4:00PM EDT
AMC,"Sep 03, 2021",https://finance.yahoo.com/quote/AMC?p=AMC,6,<1,2,3,33,50,16,44.38,+0.69,+1.58%,At close:  4:00PM EDT
PSFE,"Sep 03, 2021",https://finance.yahoo.com/quote/PSFE?p=PSFE,7,<1,4,0,57,0,42,8.94,+0.17,+1.94%,At close:  4:00PM EDT
GENI,"Sep 03, 2021",https://finance.yahoo.com/quote/GENI?p=GENI,3,<1,1,0,33,0,66,21.09,+0.57,+2.78%,At close:  4:00PM EDT
PENN,"Sep 03, 2021",https://finance.yahoo.com/quote/PENN?p=PENN,2,<1,2,0,100,0,0,82.40,+0.75,+0.92%,At close:  4:00PM EDT
GAMB,"Sep 03, 2021",https://finance.yahoo.com/quote/GAMB?p=GAMB,1,<1,0,0,0,0,100,11.45,-1.46,-11.31%,At close:  4:00PM EDT
URA,"Sep 03, 2021",https://finance.yahoo.com/quote/URA?p=URA,7,<1,5,1,71,14,14,22.94,+1.38,+6.40%,At close:  4:00PM EDT
CLOV,"Sep 03, 2021",https://finance.yahoo.com/quote/CLOV?p=CLOV,95,10,42,10,44,10,45,8.87,+0.40,+4.72%,At close:  4:00PM EDT
SPY,"Sep 03, 2021",https://finance.yahoo.com/quote/SPY?p=SPY,78,8,24,25,30,32,37,453.19,+1.39,+0.31%,At close:  4:00PM EDT
DTE,"Sep 03, 2021",https://finance.yahoo.com/quote/DTE?p=DTE,1,<1,0,0,0,0,100,121.48,+1.31,+1.09%,At close:  4:03PM EDT
TTCF,"Sep 03, 2021",https://finance.yahoo.com/quote/TTCF?p=TTCF,40,4,11,6,27,15,57,24.03,+1.61,+7.18%,At close:  4:00PM EDT
SOFI,"Sep 03, 2021",https://finance.yahoo.com/quote/SOFI?p=SOFI,12,1,8,1,66,8,25,15.06,+0.49,+3.36%,At close:  4:00PM EDT
AAPL,"Sep 03, 2021",https://finance.yahoo.com/quote/AAPL?p=AAPL,8,<1,1,6,12,75,12,153.65,+1.14,+0.75%,At close:  4:00PM EDT
BABA,"Sep 03, 2021",https://finance.yahoo.com/quote/BABA?p=BABA,38,4,14,7,36,18,44,172.00,-1.28,-0.74%,At close:  4:00PM EDT
SWBI,"Sep 03, 2021",https://finance.yahoo.com/quote/SWBI?p=SWBI,7,<1,3,3,42,42,14,22.09,-2.79,-11.21%,At close:  4:00PM EDT
UWMC,"Sep 03, 2021",https://finance.yahoo.com/quote/UWMC?p=UWMC,1,<1,0,1,0,100,0,7.40,+0.05,+0.68%,At close:  4:00PM EDT
RSI,"Sep 03, 2021",https://finance.yahoo.com/quote/RSI?p=RSI,3,<1,1,2,33,66,0,14.96,+0.25,+1.70%,At close:  4:00PM EDT
TA,"Sep 03, 2021",https://finance.yahoo.com/quote/TA?p=TA,10,1,2,3,20,30,50,39.44,+2.58,+7.00%,As of  3:00PM EDT. Market open.
YOU,"Sep 03, 2021",https://finance.yahoo.com/quote/YOU?p=YOU,4,<1,0,2,0,50,50,47.26,-0.64,-1.34%,At close:  4:00PM EDT
DOCU,"Sep 03, 2021",https://finance.yahoo.com/quote/DOCU?p=DOCU,23,2,8,11,34,47,17,294.57,-2.65,-0.89%,At close:  4:00PM EDT
BB,"Sep 03, 2021",https://finance.yahoo.com/quote/BB?p=BB,9,1,3,2,33,22,44,11.25,-0.43,-3.68%,At close:  4:00PM EDT
CHPT,"Sep 03, 2021",https://finance.yahoo.com/quote/CHPT?p=CHPT,3,<1,1,2,33,66,0,22.97,+1.74,+8.20%,At close:  4:00PM EDT
RKT,"Sep 03, 2021",https://finance.yahoo.com/quote/RKT?p=RKT,9,1,7,2,77,22,0,17.31,-0.08,-0.46%,At close:  4:00PM EDT
TTM,"Sep 03, 2021",https://finance.yahoo.com/quote/TTM?p=TTM,1,<1,1,0,100,0,0,19.75,+0.85,+4.50%,At close:  4:00PM EDT
PLTR,"Sep 03, 2021",https://finance.yahoo.com/quote/PLTR?p=PLTR,10,1,1,4,10,40,50,26.51,+0.31,+1.18%,At close:  4:00PM EDT
SDC,"Sep 03, 2021",https://finance.yahoo.com/quote/SDC?p=SDC,6,<1,2,0,33,0,66,5.73,+0.26,+4.75%,At close:  4:00PM EDT
LAC,"Sep 03, 2021",https://finance.yahoo.com/quote/LAC?p=LAC,1,<1,1,0,100,0,0,21.94,+2.07,+10.42%,At close:  4:00PM EDT
CLB,"Sep 03, 2021",https://finance.yahoo.com/quote/CLB?p=CLB,6,<1,2,1,33,16,50,,,,
TV,"Sep 03, 2021",https://finance.yahoo.com/quote/TV?p=TV,3,<1,1,2,33,66,0,,,,
RBLX,"Sep 03, 2021",https://finance.yahoo.com/quote/RBLX?p=RBLX,1,<1,1,0,100,0,0,84.60,+0.15,+0.18%,At close:  4:01PM EDT
