ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
GME,"Mar 11, 2021",https://finance.yahoo.com/quote/GME?p=GME,2109,50,1013,571,48,27,24,265.00,+18.10,+7.33%,At close:  4:00PM EST
RBLX,"Mar 11, 2021",https://finance.yahoo.com/quote/RBLX?p=RBLX,119,2,42,31,35,26,38,69.50,+24.50,+54.44%,At close:  4:00PM EST
MAN,"Mar 11, 2021",https://finance.yahoo.com/quote/MAN?p=MAN,13,<1,3,2,23,15,61,100.22,+1.39,+1.41%,At close:  4:00PM EST
DON,"Mar 11, 2021",https://finance.yahoo.com/quote/DON?p=DON,13,<1,7,5,53,38,7,40.30,+0.71,+1.79%,At close:  4:00PM EST
HEAR,"Mar 11, 2021",https://finance.yahoo.com/quote/HEAR?p=HEAR,7,<1,3,4,42,57,0,25.56,+0.35,+1.39%,At close:  4:00PM EST
IVE,"Mar 11, 2021",https://finance.yahoo.com/quote/IVE?p=IVE,3,<1,2,0,66,0,33,140.50,+1.85,+1.33%,At close:  4:00PM EST
FLY,"Mar 11, 2021",https://finance.yahoo.com/quote/FLY?p=FLY,5,<1,1,2,20,40,40,11.08,-0.11,-0.98%,At close:  4:00PM EST
ALL,"Mar 11, 2021",https://finance.yahoo.com/quote/ALL?p=ALL,64,1,25,24,39,37,23,113.71,+2.12,+1.90%,At close:  4:00PM EST
SAVE,"Mar 11, 2021",https://finance.yahoo.com/quote/SAVE?p=SAVE,2,<1,1,1,50,50,0,36.45,-0.81,-2.17%,At close:  4:00PM EST
GM,"Mar 11, 2021",https://finance.yahoo.com/quote/GM?p=GM,11,<1,5,2,45,18,36,56.83,+2.18,+3.99%,At close:  4:00PM EST
BEST,"Mar 11, 2021",https://finance.yahoo.com/quote/BEST?p=BEST,1,<1,1,0,100,0,0,2.3400,+0.0400,+1.74%,At close:  4:01PM EST
ROLL,"Mar 11, 2021",https://finance.yahoo.com/quote/ROLL?p=ROLL,1,<1,0,1,0,100,0,189.01,+0.49,+0.26%,At close:  4:00PM EST
BONERS,"Mar 11, 2021",https://finance.yahoo.com/quote/BONERS?p=BONERS,1,<1,0,0,0,0,100,,,,
TITS,"Mar 11, 2021",https://finance.yahoo.com/quote/TITS?p=TITS,1,<1,0,1,0,100,0,,,,
PSA,"Mar 11, 2021",https://finance.yahoo.com/quote/PSA?p=PSA,9,<1,5,3,55,33,11,239.84,-0.19,-0.08%,At close:  4:00PM EST
EAT,"Mar 11, 2021",https://finance.yahoo.com/quote/EAT?p=EAT,6,<1,2,2,33,33,33,72.59,+1.76,+2.48%,At close:  4:00PM EST
AMC,"Mar 11, 2021",https://finance.yahoo.com/quote/AMC?p=AMC,575,13,261,122,45,21,33,9.85,-0.65,-6.19%,At close:  4:00PM EST
SELL,"Mar 11, 2021",https://finance.yahoo.com/quote/SELL?p=SELL,1,<1,1,0,100,0,0,,,,
SEARS,"Mar 11, 2021",https://finance.yahoo.com/quote/SEARS?p=SEARS,9,<1,2,0,22,0,77,,,,
NOK,"Mar 11, 2021",https://finance.yahoo.com/quote/NOK?p=NOK,36,<1,19,7,52,19,27,3.9600,0.0000,0.00%,At close:  4:00PM EST
VAG,"Mar 11, 2021",https://finance.yahoo.com/quote/VAG?p=VAG,2,<1,2,0,100,0,0,,,,
EXPE,"Mar 11, 2021",https://finance.yahoo.com/quote/EXPE?p=EXPE,8,<1,2,4,25,50,25,167.58,+1.81,+1.09%,At close:  4:00PM EST
PLTR,"Mar 11, 2021",https://finance.yahoo.com/quote/PLTR?p=PLTR,58,1,24,12,41,20,37,24.75,+0.49,+2.02%,At close:  4:00PM EST
NRWL,"Mar 11, 2021",https://finance.yahoo.com/quote/NRWL?p=NRWL,1,<1,0,0,0,0,100,,,,
F,"Mar 11, 2021",https://finance.yahoo.com/quote/F?p=F,2,<1,1,0,50,0,50,12.91,+0.34,+2.70%,At close:  4:03PM EST
AI,"Mar 11, 2021",https://finance.yahoo.com/quote/AI?p=AI,5,<1,1,4,20,80,0,84.56,-0.35,-0.41%,At close:  4:00PM EST
TSLA,"Mar 11, 2021",https://finance.yahoo.com/quote/TSLA?p=TSLA,50,1,26,11,52,22,26,668.06,-5.52,-0.82%,At close:  4:00PM EST
UWMC,"Mar 11, 2021",https://finance.yahoo.com/quote/UWMC?p=UWMC,34,<1,18,5,52,14,32,8.58,-0.10,-1.15%,At close:  4:00PM EST
NAV,"Mar 11, 2021",https://finance.yahoo.com/quote/NAV?p=NAV,2,<1,1,1,50,50,0,44.05,-0.02,-0.05%,At close:  4:00PM EST
UBER,"Mar 11, 2021",https://finance.yahoo.com/quote/UBER?p=UBER,1,<1,0,1,0,100,0,57.68,+2.43,+4.40%,At close:  4:00PM EST
PICK,"Mar 11, 2021",https://finance.yahoo.com/quote/PICK?p=PICK,5,<1,1,2,20,40,40,42.31,-0.38,-0.89%,At close:  4:00PM EST
MOM,"Mar 11, 2021",https://finance.yahoo.com/quote/MOM?p=MOM,3,<1,2,1,66,33,0,21.37,-0.04,-0.20%,At close:  2:12PM EST
FOUR,"Mar 11, 2021",https://finance.yahoo.com/quote/FOUR?p=FOUR,2,<1,1,1,50,50,0,82.79,+1.93,+2.39%,At close:  4:00PM EST
IRS,"Mar 11, 2021",https://finance.yahoo.com/quote/IRS?p=IRS,6,<1,4,0,66,0,33,4.0500,+0.1100,+2.79%,At close:  4:00PM EST
SPY,"Mar 11, 2021",https://finance.yahoo.com/quote/SPY?p=SPY,15,<1,7,5,46,33,20,389.58,+2.41,+0.62%,At close:  4:00PM EST
PLAY,"Mar 11, 2021",https://finance.yahoo.com/quote/PLAY?p=PLAY,2,<1,2,0,100,0,0,45.45,+1.42,+3.24%,At close:  4:00PM EST
AC,"Mar 11, 2021",https://finance.yahoo.com/quote/AC?p=AC,1,<1,1,0,100,0,0,37.45,+0.68,+1.85%,At close:  4:00PM EST
ET,"Mar 11, 2021",https://finance.yahoo.com/quote/ET?p=ET,7,<1,4,2,57,28,14,8.58,+0.53,+6.58%,At close:  4:00PM EST
