ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
GME,"Mar 31, 2021",https://finance.yahoo.com/quote/GME?p=GME,620,26,316,150,50,24,24,194.46,+13.16,+7.26%,At close:  4:00PM EDT
POST,"Mar 31, 2021",https://finance.yahoo.com/quote/POST?p=POST,1,<1,0,0,0,0,100,106.69,-0.59,-0.55%,At close:  4:00PM EDT
PSA,"Mar 31, 2021",https://finance.yahoo.com/quote/PSA?p=PSA,2,<1,2,0,100,0,0,247.03,-0.96,-0.39%,At close:  4:00PM EDT
PEAK,"Mar 31, 2021",https://finance.yahoo.com/quote/PEAK?p=PEAK,1,<1,1,0,100,0,0,31.98,+0.26,+0.82%,At close:  4:00PM EDT
DON,"Mar 31, 2021",https://finance.yahoo.com/quote/DON?p=DON,4,<1,0,3,0,75,25,40.58,+0.30,+0.74%,At close:  4:00PM EDT
WORK,"Mar 31, 2021",https://finance.yahoo.com/quote/WORK?p=WORK,2,<1,0,2,0,100,0,40.50,-0.08,-0.20%,At close:  4:00PM EDT
TA,"Mar 31, 2021",https://finance.yahoo.com/quote/TA?p=TA,79,3,35,30,44,37,17,26.99,+0.68,+2.58%,At close:  4:00PM EDT
APHA,"Mar 31, 2021",https://finance.yahoo.com/quote/APHA?p=APHA,49,2,27,7,55,14,30,17.61,+0.66,+3.89%,At close:  4:00PM EDT
ROLL,"Mar 31, 2021",https://finance.yahoo.com/quote/ROLL?p=ROLL,1,<1,1,0,100,0,0,192.34,+3.08,+1.63%,At close:  4:00PM EDT
BB,"Mar 31, 2021",https://finance.yahoo.com/quote/BB?p=BB,235,10,120,52,51,22,26,9.34,+0.14,+1.52%,At close:  4:00PM EDT
HEAR,"Mar 31, 2021",https://finance.yahoo.com/quote/HEAR?p=HEAR,1,<1,1,0,100,0,0,25.91,+0.57,+2.25%,At close:  4:00PM EDT
