ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
GME,"Feb 01, 2021",https://finance.yahoo.com/quote/GME?p=GME,9979,43,4798,2796,48,28,23,325.00,+131.40,+67.87%,At close:  4:00PM EST
AMC,"Feb 01, 2021",https://finance.yahoo.com/quote/AMC?p=AMC,3980,17,1731,842,43,21,35,13.26,+4.63,+53.65%,At close:  4:00PM EST
AWAY,"Feb 01, 2021",https://finance.yahoo.com/quote/AWAY?p=AWAY,20,<1,9,2,45,10,45,25.25,-1.03,-3.92%,At close:  4:00PM EST
SLV,"Feb 01, 2021",https://finance.yahoo.com/quote/SLV?p=SLV,830,3,366,323,44,38,16,24.99,+0.27,+1.09%,At close:  4:00PM EST
KB,"Feb 01, 2021",https://finance.yahoo.com/quote/KB?p=KB,1,<1,0,0,0,0,100,36.26,-1.28,-3.41%,At close:  4:00PM EST
PLUS,"Feb 01, 2021",https://finance.yahoo.com/quote/PLUS?p=PLUS,8,<1,8,0,100,0,0,84.04,-2.61,-3.01%,At close:  4:00PM EST
PEAK,"Feb 01, 2021",https://finance.yahoo.com/quote/PEAK?p=PEAK,1,<1,0,1,0,100,0,29.65,-0.36,-1.20%,At close:  4:00PM EST
SPCE,"Feb 01, 2021",https://finance.yahoo.com/quote/SPCE?p=SPCE,14,<1,5,5,35,35,28,44.29,+1.18,+2.74%,At close:  4:00PM EST
TELL,"Feb 01, 2021",https://finance.yahoo.com/quote/TELL?p=TELL,20,<1,3,16,15,80,5,3.0300,+0.1900,+6.69%,At close:  4:00PM EST
BERY,"Feb 01, 2021",https://finance.yahoo.com/quote/BERY?p=BERY,46,<1,23,9,50,19,30,49.37,-0.21,-0.42%,At close:  4:00PM EST
ID,"Feb 01, 2021",https://finance.yahoo.com/quote/ID?p=ID,6,<1,3,3,50,50,0,7.28,+0.10,+1.39%,At close:  4:00PM EST
DON,"Feb 01, 2021",https://finance.yahoo.com/quote/DON?p=DON,76,<1,39,22,51,28,19,35.23,-0.73,-2.03%,At close:  4:00PM EST
