ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
PLTR,"Jan 04, 2021",https://finance.yahoo.com/quote/PLTR?p=PLTR,262,17,95,64,36,24,39,23.25,-0.30,-1.28%,As of  9:51AM EST. Market open.
NGA,"Jan 04, 2021",https://finance.yahoo.com/quote/NGA?p=NGA,4,<1,2,1,50,25,25,19.05,+1.27,+7.14%,As of  9:51AM EST. Market open.
TLRY,"Jan 04, 2021",https://finance.yahoo.com/quote/TLRY?p=TLRY,1,<1,0,0,0,0,100,8.85,+0.59,+7.14%,As of  9:51AM EST. Market open.
NIO,"Jan 04, 2021",https://finance.yahoo.com/quote/NIO?p=NIO,110,7,33,16,30,14,55,53.03,+4.29,+8.80%,As of  9:51AM EST. Market open.
AUPH,"Jan 04, 2021",https://finance.yahoo.com/quote/AUPH?p=AUPH,2,<1,0,2,0,100,0,13.96,+0.13,+0.92%,As of  9:51AM EST. Market open.
TSLA,"Jan 04, 2021",https://finance.yahoo.com/quote/TSLA?p=TSLA,91,6,34,29,37,31,30,738.49,+32.82,+4.65%,As of  9:51AM EST. Market open.
LMND,"Jan 04, 2021",https://finance.yahoo.com/quote/LMND?p=LMND,2,<1,0,1,0,50,50,117.05,-5.45,-4.45%,As of  9:51AM EST. Market open.
FUBO,"Jan 04, 2021",https://finance.yahoo.com/quote/FUBO?p=FUBO,8,<1,1,2,12,25,62,26.00,-2.00,-7.14%,As of  9:51AM EST. Market open.
ROKU,"Jan 04, 2021",https://finance.yahoo.com/quote/ROKU?p=ROKU,3,<1,2,0,66,0,33,327.85,-4.17,-1.26%,As of  9:51AM EST. Market open.
RKT,"Jan 04, 2021",https://finance.yahoo.com/quote/RKT?p=RKT,18,1,13,4,72,22,5,20.02,-0.19,-0.96%,As of  9:51AM EST. Market open.
MT,"Jan 04, 2021",https://finance.yahoo.com/quote/MT?p=MT,105,7,29,13,27,12,60,24.70,+1.80,+7.86%,As of  9:51AM EST. Market open.
CLF,"Jan 04, 2021",https://finance.yahoo.com/quote/CLF?p=CLF,2,<1,0,0,0,0,100,14.70,+0.14,+0.96%,As of  9:51AM EST. Market open.
EOD,"Jan 04, 2021",https://finance.yahoo.com/quote/EOD?p=EOD,4,<1,2,0,50,0,50,4.8800,+0.0300,+0.62%,As of  9:50AM EST. Market open.
MC,"Jan 04, 2021",https://finance.yahoo.com/quote/MC?p=MC,1,<1,0,0,0,0,100,46.87,+0.11,+0.24%,As of  9:49AM EST. Market open.
DM,"Jan 04, 2021",https://finance.yahoo.com/quote/DM?p=DM,1,<1,0,1,0,100,0,16.30,-0.90,-5.23%,As of  9:51AM EST. Market open.
BC,"Jan 04, 2021",https://finance.yahoo.com/quote/BC?p=BC,1,<1,0,0,0,0,100,77.96,+1.72,+2.26%,As of  9:51AM EST. Market open.
GME,"Jan 04, 2021",https://finance.yahoo.com/quote/GME?p=GME,183,12,87,36,47,19,32,17.71,-1.13,-6.00%,As of  9:51AM EST. Market open.
RMO,"Jan 04, 2021",https://finance.yahoo.com/quote/RMO?p=RMO,1,<1,0,0,0,0,100,20.54,-1.95,-8.67%,As of  9:51AM EST. Market open.
NKLA,"Jan 04, 2021",https://finance.yahoo.com/quote/NKLA?p=NKLA,14,<1,3,6,21,42,35,15.27,+0.01,+0.07%,As of  9:51AM EST. Market open.
PSTH,"Jan 04, 2021",https://finance.yahoo.com/quote/PSTH?p=PSTH,12,<1,7,2,58,16,25,27.05,-0.67,-2.42%,As of  9:51AM EST. Market open.
