ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
MAC,"Jan 14, 2021",https://finance.yahoo.com/quote/MAC?p=MAC,1,<1,0,0,0,0,100,12.81,+0.85,+7.11%,At close:  4:00PM EST
INTC,"Jan 14, 2021",https://finance.yahoo.com/quote/INTC?p=INTC,11,<1,4,2,36,18,45,56.95,+3.71,+6.97%,At close:  4:00PM EST
NNDM,"Jan 14, 2021",https://finance.yahoo.com/quote/NNDM?p=NNDM,8,<1,4,0,50,0,50,11.43,+2.03,+21.60%,At close:  4:00PM EST
GME,"Jan 14, 2021",https://finance.yahoo.com/quote/GME?p=GME,2041,46,981,423,48,20,31,31.45,+11.50,+57.64%,At close:  4:00PM EST
EOD,"Jan 14, 2021",https://finance.yahoo.com/quote/EOD?p=EOD,18,<1,6,1,33,5,61,4.9800,+0.0400,+0.81%,At close:  4:00PM EST
TA,"Jan 14, 2021",https://finance.yahoo.com/quote/TA?p=TA,3,<1,0,2,0,66,33,31.27,-0.34,-1.08%,At close:  4:00PM EST
PLTR,"Jan 14, 2021",https://finance.yahoo.com/quote/PLTR?p=PLTR,302,6,132,73,43,24,32,25.50,-0.68,-2.60%,At close:  4:00PM EST
PDT,"Jan 14, 2021",https://finance.yahoo.com/quote/PDT?p=PDT,7,<1,6,1,85,14,0,13.59,+0.07,+0.52%,At close:  4:00PM EST
NOW,"Jan 14, 2021",https://finance.yahoo.com/quote/NOW?p=NOW,22,<1,7,4,31,18,50,521.71,+8.50,+1.66%,At close:  4:00PM EST
BAC,"Jan 14, 2021",https://finance.yahoo.com/quote/BAC?p=BAC,1,<1,0,0,0,0,100,33.46,-0.20,-0.59%,At close:  4:00PM EST
SPWR,"Jan 14, 2021",https://finance.yahoo.com/quote/SPWR?p=SPWR,1,<1,1,0,100,0,0,31.59,+1.35,+4.46%,At close:  4:00PM EST
SKLZ,"Jan 14, 2021",https://finance.yahoo.com/quote/SKLZ?p=SKLZ,1,<1,1,0,100,0,0,26.31,+1.81,+7.39%,At close:  4:00PM EST
MSFT,"Jan 14, 2021",https://finance.yahoo.com/quote/MSFT?p=MSFT,8,<1,5,0,62,0,37,216.34,+1.41,+0.66%,At close:  4:00PM EST
CS,"Jan 14, 2021",https://finance.yahoo.com/quote/CS?p=CS,1,<1,1,0,100,0,0,13.96,-0.11,-0.78%,At close:  4:00PM EST
GO,"Jan 14, 2021",https://finance.yahoo.com/quote/GO?p=GO,39,<1,17,5,43,12,43,37.47,-0.49,-1.29%,At close:  4:00PM EST
HA,"Jan 14, 2021",https://finance.yahoo.com/quote/HA?p=HA,14,<1,14,0,100,0,0,20.24,+0.75,+3.85%,At close:  4:00PM EST
GM,"Jan 14, 2021",https://finance.yahoo.com/quote/GM?p=GM,4,<1,2,2,50,50,0,48.73,+0.91,+1.90%,At close:  4:00PM EST
WBS,"Jan 14, 2021",https://finance.yahoo.com/quote/WBS?p=WBS,3,<1,1,1,33,33,33,50.61,+0.52,+1.04%,At close:  4:00PM EST
ALL,"Jan 14, 2021",https://finance.yahoo.com/quote/ALL?p=ALL,39,<1,27,4,69,10,20,108.88,-0.90,-0.82%,At close:  4:00PM EST
DON,"Jan 14, 2021",https://finance.yahoo.com/quote/DON?p=DON,9,<1,3,2,33,22,44,36.44,-0.28,-0.76%,At close:  4:00PM EST
NOK,"Jan 14, 2021",https://finance.yahoo.com/quote/NOK?p=NOK,1,<1,0,0,0,0,100,3.9800,-0.0300,-0.75%,At close:  4:00PM EST
SPCE,"Jan 14, 2021",https://finance.yahoo.com/quote/SPCE?p=SPCE,62,1,19,12,30,19,50,27.56,+0.90,+3.38%,At close:  4:00PM EST
UFO,"Jan 14, 2021",https://finance.yahoo.com/quote/UFO?p=UFO,8,<1,6,1,75,12,12,25.93,-0.26,-0.99%,At close:  4:00PM EST
REAL,"Jan 14, 2021",https://finance.yahoo.com/quote/REAL?p=REAL,2,<1,0,0,0,0,100,25.75,-0.31,-1.19%,At close:  4:00PM EST
APHA,"Jan 14, 2021",https://finance.yahoo.com/quote/APHA?p=APHA,48,1,34,6,70,12,16,10.00,+0.57,+6.04%,At close:  4:00PM EST
BABA,"Jan 14, 2021",https://finance.yahoo.com/quote/BABA?p=BABA,53,1,15,10,28,18,52,235.30,+9.70,+4.30%,At close:  4:00PM EST
TGT,"Jan 14, 2021",https://finance.yahoo.com/quote/TGT?p=TGT,2,<1,0,0,0,0,100,196.82,-2.28,-1.15%,At close:  4:00PM EST
AFRM,"Jan 14, 2021",https://finance.yahoo.com/quote/AFRM?p=AFRM,4,<1,1,0,25,0,75,97.24,+48.24,+98.45%,At close:  4:00PM EST
FCEL,"Jan 14, 2021",https://finance.yahoo.com/quote/FCEL?p=FCEL,4,<1,1,1,25,25,50,19.14,+0.09,+0.47%,At close:  4:00PM EST
LIN,"Jan 14, 2021",https://finance.yahoo.com/quote/LIN?p=LIN,1,<1,1,0,100,0,0,267.73,+1.11,+0.42%,At close:  4:00PM EST
AMD,"Jan 14, 2021",https://finance.yahoo.com/quote/AMD?p=AMD,36,<1,19,7,52,19,27,91.78,-3.58,-3.75%,At close:  4:00PM EST
KSS,"Jan 14, 2021",https://finance.yahoo.com/quote/KSS?p=KSS,1,<1,0,1,0,100,0,45.02,-0.19,-0.42%,At close:  4:00PM EST
GL,"Jan 14, 2021",https://finance.yahoo.com/quote/GL?p=GL,1,<1,1,0,100,0,0,95.91,+0.26,+0.27%,At close:  4:00PM EST
NYPA,"Jan 14, 2021",https://finance.yahoo.com/quote/NYPA?p=NYPA,1,<1,0,0,0,0,100,,,,
UK,"Jan 14, 2021",https://finance.yahoo.com/quote/UK?p=UK,12,<1,6,2,50,16,33,5.71,-0.12,-2.06%,At close:  4:00PM EST
IG,"Jan 14, 2021",https://finance.yahoo.com/quote/IG?p=IG,1,<1,0,0,0,0,100,27.07,+0.03,+0.11%,At close:  3:35PM EST
OI,"Jan 14, 2021",https://finance.yahoo.com/quote/OI?p=OI,23,<1,3,4,13,17,69,12.88,-0.39,-2.94%,At close:  4:00PM EST
PENN,"Jan 14, 2021",https://finance.yahoo.com/quote/PENN?p=PENN,3,<1,0,3,0,100,0,104.21,-1.74,-1.64%,At close:  4:00PM EST
API,"Jan 14, 2021",https://finance.yahoo.com/quote/API?p=API,2,<1,2,0,100,0,0,39.71,-0.19,-0.48%,At close:  4:00PM EST
ICLN,"Jan 14, 2021",https://finance.yahoo.com/quote/ICLN?p=ICLN,51,1,23,5,45,9,45,32.59,+0.16,+0.49%,At close:  4:00PM EST
PLUG,"Jan 14, 2021",https://finance.yahoo.com/quote/PLUG?p=PLUG,29,<1,11,3,37,10,51,69.50,+3.48,+5.27%,At close:  4:00PM EST
PSA,"Jan 14, 2021",https://finance.yahoo.com/quote/PSA?p=PSA,5,<1,1,2,20,40,40,224.79,+2.55,+1.15%,At close:  4:00PM EST
ARE,"Jan 14, 2021",https://finance.yahoo.com/quote/ARE?p=ARE,18,<1,8,3,44,16,38,168.90,+4.89,+2.98%,At close:  4:00PM EST
JUST,"Jan 14, 2021",https://finance.yahoo.com/quote/JUST?p=JUST,19,<1,7,5,36,26,36,55.12,+0.17,+0.31%,At close:  4:00PM EST
SO,"Jan 14, 2021",https://finance.yahoo.com/quote/SO?p=SO,18,<1,9,6,50,33,16,59.71,+0.89,+1.51%,At close:  4:00PM EST
TWO,"Jan 14, 2021",https://finance.yahoo.com/quote/TWO?p=TWO,2,<1,0,1,0,50,50,6.34,-0.02,-0.31%,At close:  4:00PM EST
