ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
TSLA,"Mar 08, 2021",https://finance.yahoo.com/quote/TSLA?p=TSLA,61,2,26,13,42,21,36,597.95,-23.49,-3.78%,At close:  4:00PM EST
GME,"Mar 08, 2021",https://finance.yahoo.com/quote/GME?p=GME,1149,46,559,242,48,21,30,137.74,+5.39,+4.07%,At close:  4:00PM EST
WRE,"Mar 08, 2021",https://finance.yahoo.com/quote/WRE?p=WRE,1,<1,0,0,0,0,100,23.35,+0.16,+0.69%,At close:  4:00PM EST
AGO,"Mar 08, 2021",https://finance.yahoo.com/quote/AGO?p=AGO,1,<1,0,0,0,0,100,43.67,+0.48,+1.11%,At close:  4:00PM EST
ALL,"Mar 08, 2021",https://finance.yahoo.com/quote/ALL?p=ALL,19,<1,11,3,57,15,26,111.62,+2.27,+2.08%,At close:  4:00PM EST
DON,"Mar 08, 2021",https://finance.yahoo.com/quote/DON?p=DON,3,<1,1,1,33,33,33,39.16,+1.05,+2.76%,At close:  4:00PM EST
UP,"Mar 08, 2021",https://finance.yahoo.com/quote/UP?p=UP,1,<1,0,0,0,0,100,,,,
FUCK,"Mar 08, 2021",https://finance.yahoo.com/quote/FUCK?p=FUCK,1,<1,1,0,100,0,0,,,,
HERO,"Mar 08, 2021",https://finance.yahoo.com/quote/HERO?p=HERO,2,<1,2,0,100,0,0,31.41,-0.05,-0.16%,At close:  4:00PM EST
BEST,"Mar 08, 2021",https://finance.yahoo.com/quote/BEST?p=BEST,10,<1,10,0,100,0,0,2.2100,+0.0500,+2.31%,At close:  4:00PM EST
ODB,"Mar 08, 2021",https://finance.yahoo.com/quote/ODB?p=ODB,1,<1,1,0,100,0,0,,,,
LAND,"Mar 08, 2021",https://finance.yahoo.com/quote/LAND?p=LAND,1,<1,1,0,100,0,0,18.33,-0.13,-0.70%,At close:  4:00PM EST
HOME,"Mar 08, 2021",https://finance.yahoo.com/quote/HOME?p=HOME,1,<1,1,0,100,0,0,24.46,+0.15,+0.62%,At close:  4:00PM EST
CUMING,"Mar 08, 2021",https://finance.yahoo.com/quote/CUMING?p=CUMING,1,<1,0,0,0,0,100,,,,
AIR,"Mar 08, 2021",https://finance.yahoo.com/quote/AIR?p=AIR,1,<1,0,0,0,0,100,41.77,+1.00,+2.45%,At close:  4:00PM EST
SPY,"Mar 08, 2021",https://finance.yahoo.com/quote/SPY?p=SPY,11,<1,6,3,54,27,18,383.63,+6.93,+1.84%,At close:  4:00PM EST
RKT,"Mar 08, 2021",https://finance.yahoo.com/quote/RKT?p=RKT,47,1,18,16,38,34,27,25.10,-1.76,-6.55%,At close:  4:00PM EST
AMC,"Mar 08, 2021",https://finance.yahoo.com/quote/AMC?p=AMC,132,5,72,28,54,21,24,8.05,+0.02,+0.25%,At close:  4:00PM EST
TITS,"Mar 08, 2021",https://finance.yahoo.com/quote/TITS?p=TITS,1,<1,1,0,100,0,0,,,,
GL,"Mar 08, 2021",https://finance.yahoo.com/quote/GL?p=GL,1,<1,1,0,100,0,0,97.32,+2.81,+2.97%,At close:  4:00PM EST
DK,"Mar 08, 2021",https://finance.yahoo.com/quote/DK?p=DK,1,<1,0,0,0,0,100,24.56,+0.67,+2.80%,At close:  4:00PM EST
BOOT,"Mar 08, 2021",https://finance.yahoo.com/quote/BOOT?p=BOOT,1,<1,0,0,0,0,100,58.45,+2.69,+4.82%,At close:  4:00PM EST
ET,"Mar 08, 2021",https://finance.yahoo.com/quote/ET?p=ET,5,<1,3,0,60,0,40,8.15,+0.11,+1.37%,At close:  4:00PM EST
RC,"Mar 08, 2021",https://finance.yahoo.com/quote/RC?p=RC,2,<1,1,0,50,0,50,13.69,+0.38,+2.85%,At close:  4:00PM EST
PLTR,"Mar 08, 2021",https://finance.yahoo.com/quote/PLTR?p=PLTR,116,4,53,29,45,25,29,23.95,-0.78,-3.15%,At close:  4:00PM EST
UVXY,"Mar 08, 2021",https://finance.yahoo.com/quote/UVXY?p=UVXY,1,<1,1,0,100,0,0,8.72,-1.03,-10.56%,At close:  4:00PM EST
NIO,"Mar 08, 2021",https://finance.yahoo.com/quote/NIO?p=NIO,22,<1,9,5,40,22,36,38.11,-1.17,-2.98%,At close:  4:00PM EST
DIK,"Mar 08, 2021",https://finance.yahoo.com/quote/DIK?p=DIK,2,<1,1,0,50,0,50,,,,
MGNI,"Mar 08, 2021",https://finance.yahoo.com/quote/MGNI?p=MGNI,1,<1,1,0,100,0,0,39.10,-1.31,-3.24%,At close:  4:00PM EST
FCX,"Mar 08, 2021",https://finance.yahoo.com/quote/FCX?p=FCX,1,<1,1,0,100,0,0,35.02,+2.32,+7.09%,At close:  4:02PM EST
SLEEP,"Mar 08, 2021",https://finance.yahoo.com/quote/SLEEP?p=SLEEP,2,<1,0,0,0,0,100,,,,
TX,"Mar 08, 2021",https://finance.yahoo.com/quote/TX?p=TX,1,<1,1,0,100,0,0,33.46,+0.79,+2.42%,At close:  4:00PM EST
NYC,"Mar 08, 2021",https://finance.yahoo.com/quote/NYC?p=NYC,1,<1,1,0,100,0,0,8.57,-0.13,-1.48%,At close:  3:59PM EST
FLY,"Mar 08, 2021",https://finance.yahoo.com/quote/FLY?p=FLY,1,<1,0,0,0,0,100,11.03,+0.72,+6.98%,At close:  4:00PM EST
AN,"Mar 08, 2021",https://finance.yahoo.com/quote/AN?p=AN,1,<1,0,0,0,0,100,85.81,+6.65,+8.40%,At close:  4:00PM EST
EYES,"Mar 08, 2021",https://finance.yahoo.com/quote/EYES?p=EYES,1,<1,0,0,0,0,100,5.79,+4.36,+304.90%,At close:  4:00PM EST
EYESW,"Mar 08, 2021",https://finance.yahoo.com/quote/EYESW?p=EYESW,1,<1,0,0,0,0,100,0.6500,+0.4300,+195.45%,At close:  4:00PM EST
QQQ,"Mar 08, 2021",https://finance.yahoo.com/quote/QQQ?p=QQQ,1,<1,0,0,0,0,100,308.68,+4.58,+1.51%,At close:  4:00PM EST
TD,"Mar 08, 2021",https://finance.yahoo.com/quote/TD?p=TD,25,1,15,6,60,24,16,62.82,+0.89,+1.44%,At close:  4:00PM EST
