ticker,date,url,num_mentions,pct_mentions,pos_count,neg_count,bullish_pct,bearish_pct,neutral_pct,price,price_change_net,price_change_pct,time_of_price
GME,"Mar 09, 2021",https://finance.yahoo.com/quote/GME?p=GME,2030,51,923,515,45,25,29,194.50,+56.76,+41.21%,At close:  4:00PM EST
CALM,"Mar 09, 2021",https://finance.yahoo.com/quote/CALM?p=CALM,1,<1,1,0,100,0,0,42.05,+1.13,+2.76%,At close:  4:00PM EST
NICE,"Mar 09, 2021",https://finance.yahoo.com/quote/NICE?p=NICE,4,<1,3,1,75,25,0,217.33,-4.07,-1.84%,At close:  4:00PM EST
RKT,"Mar 09, 2021",https://finance.yahoo.com/quote/RKT?p=RKT,160,4,96,36,60,22,17,24.71,+0.72,+3.00%,At close:  4:00PM EST
TLRY,"Mar 09, 2021",https://finance.yahoo.com/quote/TLRY?p=TLRY,5,<1,3,0,60,0,40,22.42,+0.79,+3.65%,At close:  4:00PM EST
APHA,"Mar 09, 2021",https://finance.yahoo.com/quote/APHA?p=APHA,7,<1,3,2,42,28,28,16.11,+0.40,+2.55%,At close:  4:00PM EST
NERD,"Mar 09, 2021",https://finance.yahoo.com/quote/NERD?p=NERD,1,<1,0,1,0,100,0,30.67,-1.48,-4.60%,At close:  3:59PM EST
FOUR,"Mar 09, 2021",https://finance.yahoo.com/quote/FOUR?p=FOUR,1,<1,1,0,100,0,0,74.36,-1.74,-2.29%,At close:  4:00PM EST
POST,"Mar 09, 2021",https://finance.yahoo.com/quote/POST?p=POST,2,<1,0,2,0,100,0,104.81,+1.28,+1.24%,At close:  4:00PM EST
JIM,"Mar 09, 2021",https://finance.yahoo.com/quote/JIM?p=JIM,1,<1,0,0,0,0,100,,,,
AMC,"Mar 09, 2021",https://finance.yahoo.com/quote/AMC?p=AMC,284,7,133,89,46,31,21,9.29,+1.24,+15.40%,At close:  4:00PM EST
TRIP,"Mar 09, 2021",https://finance.yahoo.com/quote/TRIP?p=TRIP,1,<1,1,0,100,0,0,47.62,-3.88,-7.53%,At close:  4:00PM EST
FINGR,"Mar 09, 2021",https://finance.yahoo.com/quote/FINGR?p=FINGR,1,<1,0,0,0,0,100,,,,
TECH,"Mar 09, 2021",https://finance.yahoo.com/quote/TECH?p=TECH,3,<1,0,1,0,33,66,344.88,-11.33,-3.18%,At close:  4:00PM EST
EYES,"Mar 09, 2021",https://finance.yahoo.com/quote/EYES?p=EYES,5,<1,2,0,40,0,60,11.77,+5.98,+103.28%,At close:  4:00PM EST
ALL,"Mar 09, 2021",https://finance.yahoo.com/quote/ALL?p=ALL,27,<1,14,9,51,33,14,113.28,+1.66,+1.49%,At close:  4:00PM EST
DON,"Mar 09, 2021",https://finance.yahoo.com/quote/DON?p=DON,9,<1,0,5,0,55,44,39.80,+0.64,+1.63%,At close:  4:00PM EST
MOM,"Mar 09, 2021",https://finance.yahoo.com/quote/MOM?p=MOM,1,<1,1,0,100,0,0,20.73,-0.78,-3.64%,At close:  3:54PM EST
SENT,"Mar 09, 2021",https://finance.yahoo.com/quote/SENT?p=SENT,1,<1,1,0,100,0,0,24.72,-0.39,-1.54%,At close:  3:57PM EST
SHE,"Mar 09, 2021",https://finance.yahoo.com/quote/SHE?p=SHE,4,<1,1,3,25,75,0,92.85,+0.14,+0.15%,At close:  4:00PM EST
FAT,"Mar 09, 2021",https://finance.yahoo.com/quote/FAT?p=FAT,4,<1,1,3,25,75,0,9.62,+0.02,+0.21%,At close:  4:00PM EST
NNDM,"Mar 09, 2021",https://finance.yahoo.com/quote/NNDM?p=NNDM,1,<1,1,0,100,0,0,7.95,+0.34,+4.47%,At close:  4:00PM EST
BB,"Mar 09, 2021",https://finance.yahoo.com/quote/BB?p=BB,68,1,38,8,55,11,32,9.75,+0.30,+3.17%,At close:  4:00PM EST
PLTR,"Mar 09, 2021",https://finance.yahoo.com/quote/PLTR?p=PLTR,151,3,68,34,45,22,32,22.52,-1.43,-5.97%,At close:  4:00PM EST
IP,"Mar 09, 2021",https://finance.yahoo.com/quote/IP?p=IP,3,<1,0,3,0,100,0,55.70,+1.55,+2.86%,At close:  4:03PM EST
ASO,"Mar 09, 2021",https://finance.yahoo.com/quote/ASO?p=ASO,43,1,33,4,76,9,13,26.96,+2.42,+9.86%,At close:  4:00PM EST
UWMC,"Mar 09, 2021",https://finance.yahoo.com/quote/UWMC?p=UWMC,83,2,47,22,56,26,16,8.16,-0.52,-5.99%,At close:  4:00PM EST
UWM,"Mar 09, 2021",https://finance.yahoo.com/quote/UWM?p=UWM,8,<1,3,3,37,37,25,110.15,+1.18,+1.08%,At close:  4:00PM EST
UI,"Mar 09, 2021",https://finance.yahoo.com/quote/UI?p=UI,3,<1,2,0,66,0,33,323.24,+4.16,+1.30%,At close:  4:00PM EST
FIVE,"Mar 09, 2021",https://finance.yahoo.com/quote/FIVE?p=FIVE,1,<1,0,0,0,0,100,186.43,+3.07,+1.67%,At close:  4:00PM EST
STL,"Mar 09, 2021",https://finance.yahoo.com/quote/STL?p=STL,1,<1,0,0,0,0,100,23.41,+0.65,+2.86%,At close:  4:00PM EST
TV,"Mar 09, 2021",https://finance.yahoo.com/quote/TV?p=TV,22,<1,10,8,45,36,18,7.60,+0.16,+2.15%,At close:  4:00PM EST
PICK,"Mar 09, 2021",https://finance.yahoo.com/quote/PICK?p=PICK,1,<1,0,0,0,0,100,42.76,+0.18,+0.42%,At close:  4:00PM EST
GAIN,"Mar 09, 2021",https://finance.yahoo.com/quote/GAIN?p=GAIN,7,<1,5,1,71,14,14,12.04,-0.01,-0.08%,At close:  4:00PM EST
RSI,"Mar 09, 2021",https://finance.yahoo.com/quote/RSI?p=RSI,2,<1,2,0,100,0,0,15.28,-0.62,-3.90%,At close:  4:00PM EST
NIO,"Mar 09, 2021",https://finance.yahoo.com/quote/NIO?p=NIO,24,<1,12,6,50,25,25,35.21,-2.90,-7.61%,At close:  4:00PM EST
MRO,"Mar 09, 2021",https://finance.yahoo.com/quote/MRO?p=MRO,1,<1,1,0,100,0,0,12.38,-0.60,-4.62%,At close:  4:00PM EST
COTY,"Mar 09, 2021",https://finance.yahoo.com/quote/COTY?p=COTY,1,<1,1,0,100,0,0,7.81,-0.01,-0.13%,At close:  4:00PM EST
GE,"Mar 09, 2021",https://finance.yahoo.com/quote/GE?p=GE,32,<1,16,4,50,12,37,14.17,+0.57,+4.19%,At close:  4:00PM EST
DKNG,"Mar 09, 2021",https://finance.yahoo.com/quote/DKNG?p=DKNG,4,<1,4,0,100,0,0,60.50,+0.98,+1.65%,At close:  4:00PM EST
AWAY,"Mar 09, 2021",https://finance.yahoo.com/quote/AWAY?p=AWAY,2,<1,1,1,50,50,0,30.18,-0.72,-2.33%,At close:  4:00PM EST
SKY,"Mar 09, 2021",https://finance.yahoo.com/quote/SKY?p=SKY,1,<1,0,1,0,100,0,43.95,-0.92,-2.05%,At close:  4:00PM EST
SEARS,"Mar 09, 2021",https://finance.yahoo.com/quote/SEARS?p=SEARS,2,<1,1,0,50,0,50,,,,
UNFI,"Mar 09, 2021",https://finance.yahoo.com/quote/UNFI?p=UNFI,9,<1,6,0,66,0,33,31.83,+0.33,+1.05%,At close:  4:00PM EST
FB,"Mar 09, 2021",https://finance.yahoo.com/quote/FB?p=FB,2,<1,1,1,50,50,0,255.31,-8.97,-3.39%,At close:  4:00PM EST
REAL,"Mar 09, 2021",https://finance.yahoo.com/quote/REAL?p=REAL,5,<1,3,0,60,0,40,21.08,-0.93,-4.23%,At close:  4:00PM EST
